video_id,title,categories,duration,tags,publish_date,vector
66,Video Title 66,business,47000,,2022-08-10 20:18:06,0 0 1 0 0 0 0 0 0 0
67,Video Title 67,business,30000,,2020-10-21 00:49:36,0 0 1 0 0 0 0 0 0 0
68,Video Title 68,business,33000,,2020-10-26 05:49:41,0 0 1 0 0 0 0 0 0 0
69,Video Title 69,business,47000,,2021-07-05 16:53:42,0 0 1 0 0 0 0 0 0 0
70,Video Title 70,business,54000,,2020-05-30 12:15:12,0 0 1 0 0 0 0 0 0 0
71,Video Title 71,business,33000,,2016-12-09 06:36:40,0 0 1 0 0 0 0 0 0 0
72,Video Title 72,business,35000,,2018-07-17 02:11:48,0 0 1 0 0 0 0 0 0 0
73,Video Title 73,business,60000,,2021-03-22 15:15:52,0 0 1 0 0 0 0 0 0 0
74,Video Title 74,business,53000,,2016-08-21 08:52:51,0 0 1 0 0 0 0 0 0 0
75,Video Title 75,business,46000,,2021-08-15 03:53:19,0 0 1 0 0 0 0 0 0 0
76,Video Title 76,business,46000,,2023-02-16 02:11:55,0 0 1 0 0 0 0 0 0 0
77,Video Title 77,business,57000,,2020-04-03 08:17:49,0 0 1 0 0 0 0 0 0 0
78,Video Title 78,business,56000,,2020-05-23 03:58:32,0 0 1 0 0 0 0 0 0 0
79,Video Title 79,business,49000,,2015-12-30 00:36:45,0 0 1 0 0 0 0 0 0 0
80,Video Title 80,business,41000,,2021-08-17 03:56:45,0 0 1 0 0 0 0 0 0 0
81,Video Title 81,business,47000,,2023-07-15 06:34:40,0 0 1 0 0 0 0 0 0 0
82,Video Title 82,business,59000,,2019-04-22 18:58:54,0 0 1 0 0 0 0 0 0 0
83,Video Title 83,business,30000,,2019-12-29 03:32:44,0 0 1 0 0 0 0 0 0 0
84,Video Title 84,business,45000,,2014-03-15 02:09:45,0 0 1 0 0 0 0 0 0 0
85,Video Title 85,chemistry,59000,,2017-08-19 21:06:54,0 0 0 1 0 0 0 0 0 0
86,Video Title 86,chemistry,56000,,2022-01-25 17:28:22,0 0 0 1 0 0 0 0 0 0
87,Video Title 87,chemistry,37000,,2014-08-02 10:14:40,0 0 0 1 0 0 0 0 0 0
88,Video Title 88,chemistry,58000,,2019-09-04 20:28:05,0 0 0 1 0 0 0 0 0 0
89,Video Title 89,chemistry,32000,,2014-11-11 15:14:32,0 0 0 1 0 0 0 0 0 0
90,Video Title 90,chemistry,45000,,2022-02-28 11:38:13,0 0 0 1 0 0 0 0 0 0
91,Video Title 91,chemistry,54000,,2019-05-01 09:03:37,0 0 0 1 0 0 0 0 0 0
92,Video Title 92,chemistry,34000,,2015-04-16 15:05:32,0 0 0 1 0 0 0 0 0 0
93,Video Title 93,chemistry,45000,,2023-06-20 23:56:39,0 0 0 1 0 0 0 0 0 0
94,Video Title 94,chemistry,35000,,2016-08-27 10:57:38,0 0 0 1 0 0 0 0 0 0
95,Video Title 95,chemistry,57000,,2020-01-26 01:37:37,0 0 0 1 0 0 0 0 0 0
96,Video Title 96,chemistry,60000,,2016-02-15 01:31:22,0 0 0 1 0 0 0 0 0 0
97,Video Title 97,chemistry,47000,,2021-07-21 17:13:52,0 0 0 1 0 0 0 0 0 0
98,Video Title 98,chemistry,52000,,2016-01-07 04:49:59,0 0 0 1 0 0 0 0 0 0
99,Video Title 99,chemistry,39000,,2017-12-29 07:43:31,0 0 0 1 0 0 0 0 0 0
100,Video Title 100,chemistry,51000,,2020-07-02 01:19:04,0 0 0 1 0 0 0 0 0 0
101,Video Title 101,chemistry,44000,,2022-12-30 14:11:37,0 0 0 1 0 0 0 0 0 0
102,Video Title 102,chemistry,44000,,2015-03-20 15:58:03,0 0 0 1 0 0 0 0 0 0
103,Video Title 103,chemistry,37000,,2014-08-24 16:40:06,0 0 0 1 0 0 0 0 0 0
104,Video Title 104,chemistry,30000,,2019-11-20 07:50:37,0 0 0 1 0 0 0 0 0 0
105,Video Title 105,chemistry,37000,,2019-11-20 19:21:14,0 0 0 1 0 0 0 0 0 0
106,Video Title 106,chemistry,30000,,2014-09-19 02:59:39,0 0 0 1 0 0 0 0 0 0
107,Video Title 107,chemistry,50000,,2014-08-05 21:20:31,0 0 0 1 0 0 0 0 0 0
108,Video Title 108,chemistry,32000,,2023-01-20 18:47:35,0 0 0 1 0 0 0 0 0 0
109,Video Title 109,chemistry,57000,,2017-04-23 01:32:08,0 0 0 1 0 0 0 0 0 0
110,Video Title 110,chemistry,46000,,2016-05-20 17:12:21,0 0 0 1 0 0 0 0 0 0
111,Video Title 111,chemistry,51000,,2018-11-09 18:18:36,0 0 0 1 0 0 0 0 0 0
112,Video Title 112,chemistry,47000,,2015-04-30 22:31:04,0 0 0 1 0 0 0 0 0 0
113,Video Title 113,computer_science,59000,,2022-10-28 16:45:26,0 0 0 0 1 0 0 0 0 0
114,Video Title 114,computer_science,48000,,2018-09-24 05:58:54,0 0 0 0 1 0 0 0 0 0
115,Video Title 115,computer_science,55000,,2018-09-25 08:25:47,0 0 0 0 1 0 0 0 0 0
116,Video Title 116,computer_science,43000,,2015-11-28 23:54:30,0 0 0 0 1 0 0 0 0 0
117,Video Title 117,computer_science,33000,,2020-08-04 06:53:19,0 0 0 0 1 0 0 0 0 0
118,Video Title 118,computer_science,41000,,2018-03-29 01:29:14,0 0 0 0 1 0 0 0 0 0
119,Video Title 119,computer_science,44000,,2022-08-22 00:05:56,0 0 0 0 1 0 0 0 0 0
120,Video Title 120,computer_science,31000,,2020-09-25 18:44:03,0 0 0 0 1 0 0 0 0 0
121,Video Title 121,computer_science,50000,,2014-12-28 05:24:19,0 0 0 0 1 0 0 0 0 0
122,Video Title 122,computer_science,42000,,2021-04-13 23:30:37,0 0 0 0 1 0 0 0 0 0
123,Video Title 123,computer_science,55000,,2022-08-14 02:30:51,0 0 0 0 1 0 0 0 0 0
124,Video Title 124,computer_science,37000,,2015-12-03 07:17:25,0 0 0 0 1 0 0 0 0 0
125,Video Title 125,computer_science,47000,,2018-06-28 10:32:48,0 0 0 0 1 0 0 0 0 0
126,Video Title 126,computer_science,43000,,2015-11-03 17:33:06,0 0 0 0 1 0 0 0 0 0
127,Video Title 127,computer_science,44000,,2016-07-02 19:02:41,0 0 0 0 1 0 0 0 0 0
128,Video Title 128,computer_science,59000,,2014-10-05 03:42:58,0 0 0 0 1 0 0 0 0 0
129,Video Title 129,computer_science,55000,,2022-08-12 22:10:53,0 0 0 0 1 0 0 0 0 0
130,Video Title 130,computer_science,47000,,2014-12-26 08:48:16,0 0 0 0 1 0 0 0 0 0
131,Video Title 131,computer_science,50000,,2023-12-29 09:08:39,0 0 0 0 1 0 0 0 0 0
132,Video Title 132,computer_science,56000,,2014-02-25 20:47:17,0 0 0 0 1 0 0 0 0 0
133,Video Title 133,computer_science,32000,,2023-04-07 05:44:51,0 0 0 0 1 0 0 0 0 0
134,Video Title 134,computer_science,57000,,2016-05-14 18:50:36,0 0 0 0 1 0 0 0 0 0
135,Video Title 135,computer_science,43000,,2018-11-10 14:09:45,0 0 0 0 1 0 0 0 0 0
136,Video Title 136,computer_science,36000,,2022-08-24 23:22:28,0 0 0 0 1 0 0 0 0 0
137,Video Title 137,computer_science,58000,,2014-08-05 00:27:39,0 0 0 0 1 0 0 0 0 0
138,Video Title 138,computer_science,42000,,2014-01-10 20:48:40,0 0 0 0 1 0 0 0 0 0
139,Video Title 139,computer_science,42000,,2016-08-27 23:47:16,0 0 0 0 1 0 0 0 0 0
140,Video Title 140,computer_science,55000,,2021-11-07 17:19:53,0 0 0 0 1 0 0 0 0 0
141,Video Title 141,literature,39000,,2018-03-26 23:27:20,0 0 0 0 0 1 0 0 0 0
142,Video Title 142,literature,60000,,2021-04-22 08:15:56,0 0 0 0 0 1 0 0 0 0
143,Video Title 143,literature,55000,,2019-07-24 13:18:18,0 0 0 0 0 1 0 0 0 0
144,Video Title 144,literature,52000,,2018-11-14 08:24:56,0 0 0 0 0 1 0 0 0 0
145,Video Title 145,literature,36000,,2016-12-20 23:36:19,0 0 0 0 0 1 0 0 0 0
146,Video Title 146,literature,60000,,2014-08-04 11:08:10,0 0 0 0 0 1 0 0 0 0
147,Video Title 147,literature,53000,,2019-06-05 00:17:58,0 0 0 0 0 1 0 0 0 0
148,Video Title 148,literature,53000,,2017-02-20 15:46:52,0 0 0 0 0 1 0 0 0 0
149,Video Title 149,literature,31000,,2019-11-05 05:57:26,0 0 0 0 0 1 0 0 0 0
150,Video Title 150,literature,46000,,2023-03-12 18:18:45,0 0 0 0 0 1 0 0 0 0
151,Video Title 151,literature,46000,,2015-07-31 15:06:25,0 0 0 0 0 1 0 0 0 0
152,Video Title 152,literature,60000,,2019-01-30 13:46:34,0 0 0 0 0 1 0 0 0 0
153,Video Title 153,literature,57000,,2015-11-12 06:15:59,0 0 0 0 0 1 0 0 0 0
154,Video Title 154,literature,49000,,2014-09-08 01:22:17,0 0 0 0 0 1 0 0 0 0
155,Video Title 155,literature,57000,,2016-05-10 11:51:40,0 0 0 0 0 1 0 0 0 0
156,Video Title 156,literature,33000,,2023-06-01 19:49:14,0 0 0 0 0 1 0 0 0 0
157,Video Title 157,literature,48000,,2016-06-19 16:27:52,0 0 0 0 0 1 0 0 0 0
158,Video Title 158,literature,49000,,2014-05-28 01:22:10,0 0 0 0 0 1 0 0 0 0
159,Video Title 159,literature,32000,,2018-03-13 04:06:09,0 0 0 0 0 1 0 0 0 0
160,Video Title 160,literature,48000,,2019-08-28 01:52:42,0 0 0 0 0 1 0 0 0 0
161,Video Title 161,literature,40000,,2023-05-07 16:16:05,0 0 0 0 0 1 0 0 0 0
162,Video Title 162,literature,36000,,2020-09-12 11:59:43,0 0 0 0 0 1 0 0 0 0
163,Video Title 163,literature,40000,,2016-05-23 04:53:22,0 0 0 0 0 1 0 0 0 0
164,Video Title 164,literature,42000,,2015-04-25 16:56:15,0 0 0 0 0 1 0 0 0 0
165,Video Title 165,literature,50000,,2017-01-01 23:44:39,0 0 0 0 0 1 0 0 0 0
166,Video Title 166,literature,40000,,2023-04-16 22:00:21,0 0 0 0 0 1 0 0 0 0
167,Video Title 167,literature,59000,,2014-09-24 18:46:36,0 0 0 0 0 1 0 0 0 0
168,Video Title 168,literature,44000,,2020-03-19 05:33:02,0 0 0 0 0 1 0 0 0 0
169,Video Title 169,mathematics,48000,,2023-12-17 18:02:55,0 0 0 0 0 0 1 0 0 0
170,Video Title 170,mathematics,32000,,2019-05-19 08:46:25,0 0 0 0 0 0 1 0 0 0
171,Video Title 171,mathematics,46000,,2016-08-27 23:33:22,0 0 0 0 0 0 1 0 0 0
172,Video Title 172,mathematics,59000,,2017-06-29 21:10:26,0 0 0 0 0 0 1 0 0 0
173,Video Title 173,mathematics,32000,,2022-10-17 08:04:23,0 0 0 0 0 0 1 0 0 0
174,Video Title 174,mathematics,41000,,2016-11-08 04:53:43,0 0 0 0 0 0 1 0 0 0
175,Video Title 175,mathematics,44000,,2022-05-04 04:03:28,0 0 0 0 0 0 1 0 0 0
176,Video Title 176,mathematics,52000,,2017-01-11 04:30:06,0 0 0 0 0 0 1 0 0 0
177,Video Title 177,mathematics,55000,,2020-07-17 00:19:31,0 0 0 0 0 0 1 0 0 0
178,Video Title 178,mathematics,30000,,2020-09-05 16:48:59,0 0 0 0 0 0 1 0 0 0
179,Video Title 179,mathematics,47000,,2016-12-30 17:34:43,0 0 0 0 0 0 1 0 0 0
180,Video Title 180,mathematics,51000,,2015-01-16 02:10:39,0 0 0 0 0 0 1 0 0 0
181,Video Title 181,mathematics,58000,,2015-05-08 03:54:05,0 0 0 0 0 0 1 0 0 0
182,Video Title 182,mathematics,33000,,2022-11-24 10:49:59,0 0 0 0 0 0 1 0 0 0
183,Video Title 183,mathematics,53000,,2019-07-15 06:23:27,0 0 0 0 0 0 1 0 0 0
184,Video Title 184,mathematics,38000,,2016-10-27 09:50:57,0 0 0 0 0 0 1 0 0 0
185,Video Title 185,mathematics,36000,,2021-03-06 06:49:39,0 0 0 0 0 0 1 0 0 0
186,Video Title 186,mathematics,36000,,2020-11-16 08:44:54,0 0 0 0 0 0 1 0 0 0
187,Video Title 187,mathematics,57000,,2016-08-23 12:59:23,0 0 0 0 0 0 1 0 0 0
188,Video Title 188,mathematics,45000,,2016-07-07 14:13:18,0 0 0 0 0 0 1 0 0 0
189,Video Title 189,mathematics,59000,,2022-06-18 06:41:07,0 0 0 0 0 0 1 0 0 0
190,Video Title 190,mathematics,32000,,2020-05-06 03:19:03,0 0 0 0 0 0 1 0 0 0
191,Video Title 191,mathematics,56000,,2016-10-08 21:11:15,0 0 0 0 0 0 1 0 0 0
192,Video Title 192,mathematics,30000,,2017-05-04 11:33:10,0 0 0 0 0 0 1 0 0 0
193,Video Title 193,mathematics,34000,,2020-05-16 11:07:54,0 0 0 0 0 0 1 0 0 0
194,Video Title 194,mathematics,38000,,2015-08-15 18:34:52,0 0 0 0 0 0 1 0 0 0
195,Video Title 195,mathematics,44000,,2019-07-09 15:12:17,0 0 0 0 0 0 1 0 0 0
196,Video Title 196,mathematics,43000,,2019-08-12 07:26:28,0 0 0 0 0 0 1 0 0 0
197,Video Title 197,music,33000,,2014-10-04 15:21:43,0 0 0 0 0 0 0 1 0 0
198,Video Title 198,music,58000,,2020-11-29 05:19:08,0 0 0 0 0 0 0 1 0 0
199,Video Title 199,music,34000,,2019-06-17 09:42:33,0 0 0 0 0 0 0 1 0 0
200,Video Title 200,music,56000,,2017-09-11 15:19:12,0 0 0 0 0 0 0 1 0 0
201,Video Title 201,music,47000,,2015-06-27 13:00:56,0 0 0 0 0 0 0 1 0 0
202,Video Title 202,music,34000,,2014-06-04 16:12:28,0 0 0 0 0 0 0 1 0 0
203,Video Title 203,music,41000,,2022-12-28 06:46:42,0 0 0 0 0 0 0 1 0 0
204,Video Title 204,music,55000,,2023-09-21 12:23:34,0 0 0 0 0 0 0 1 0 0
205,Video Title 205,music,31000,,2022-12-28 01:47:53,0 0 0 0 0 0 0 1 0 0
206,Video Title 206,music,36000,,2020-10-27 13:02:30,0 0 0 0 0 0 0 1 0 0
207,Video Title 207,music,51000,,2015-01-13 04:43:16,0 0 0 0 0 0 0 1 0 0
208,Video Title 208,music,54000,,2019-08-08 13:47:46,0 0 0 0 0 0 0 1 0 0
209,Video Title 209,music,57000,,2018-01-25 06:39:33,0 0 0 0 0 0 0 1 0 0
210,Video Title 210,music,49000,,2021-06-30 14:14:19,0 0 0 0 0 0 0 1 0 0
211,Video Title 211,music,59000,,2023-04-20 01:34:37,0 0 0 0 0 0 0 1 0 0
212,Video Title 212,music,57000,,2015-08-19 03:09:17,0 0 0 0 0 0 0 1 0 0
213,Video Title 213,music,55000,,2022-02-09 07:36:09,0 0 0 0 0 0 0 1 0 0
214,Video Title 214,music,58000,,2018-02-15 20:59:25,0 0 0 0 0 0 0 1 0 0
215,Video Title 215,music,35000,,2021-05-14 11:02:51,0 0 0 0 0 0 0 1 0 0
216,Video Title 216,music,40000,,2021-10-28 17:03:25,0 0 0 0 0 0 0 1 0 0
217,Video Title 217,music,43000,,2022-01-09 03:47:53,0 0 0 0 0 0 0 1 0 0
218,Video Title 218,music,57000,,2021-05-08 23:02:25,0 0 0 0 0 0 0 1 0 0
219,Video Title 219,music,37000,,2016-09-02 20:10:48,0 0 0 0 0 0 0 1 0 0
220,Video Title 220,music,55000,,2021-01-05 15:58:09,0 0 0 0 0 0 0 1 0 0
221,Video Title 221,music,42000,,2022-09-21 09:48:36,0 0 0 0 0 0 0 1 0 0
222,Video Title 222,music,57000,,2018-09-17 00:26:45,0 0 0 0 0 0 0 1 0 0
223,Video Title 223,music,36000,,2022-03-02 12:59:11,0 0 0 0 0 0 0 1 0 0
224,Video Title 224,music,44000,,2017-07-02 06:04:40,0 0 0 0 0 0 0 1 0 0
225,Video Title 225,physics,56000,,2021-12-15 00:15:56,0 0 0 0 0 0 0 0 1 0
226,Video Title 226,physics,37000,,2016-03-26 16:06:09,0 0 0 0 0 0 0 0 1 0
227,Video Title 227,physics,51000,,2015-12-08 22:10:10,0 0 0 0 0 0 0 0 1 0
228,Video Title 228,physics,40000,,2016-10-15 21:37:41,0 0 0 0 0 0 0 0 1 0
229,Video Title 229,physics,32000,,2023-09-02 03:29:07,0 0 0 0 0 0 0 0 1 0
230,Video Title 230,physics,38000,,2017-07-07 16:24:03,0 0 0 0 0 0 0 0 1 0
231,Video Title 231,physics,46000,,2017-12-31 19:49:35,0 0 0 0 0 0 0 0 1 0
232,Video Title 232,physics,56000,,2019-05-14 04:29:53,0 0 0 0 0 0 0 0 1 0
233,Video Title 233,physics,60000,,2014-04-13 17:48:24,0 0 0 0 0 0 0 0 1 0
234,Video Title 234,physics,58000,,2023-09-14 23:05:36,0 0 0 0 0 0 0 0 1 0
235,Video Title 235,physics,35000,,2019-10-23 03:39:38,0 0 0 0 0 0 0 0 1 0
236,Video Title 236,physics,38000,,2014-05-22 15:19:49,0 0 0 0 0 0 0 0 1 0
237,Video Title 237,physics,49000,,2018-05-08 03:47:06,0 0 0 0 0 0 0 0 1 0
238,Video Title 238,physics,53000,,2021-11-12 11:06:30,0 0 0 0 0 0 0 0 1 0
239,Video Title 239,physics,43000,,2020-01-24 15:53:43,0 0 0 0 0 0 0 0 1 0
240,Video Title 240,physics,46000,,2015-03-01 02:34:14,0 0 0 0 0 0 0 0 1 0
241,Video Title 241,physics,58000,,2019-10-08 13:06:45,0 0 0 0 0 0 0 0 1 0
242,Video Title 242,physics,38000,,2014-06-14 00:15:37,0 0 0 0 0 0 0 0 1 0
243,Video Title 243,physics,43000,,2014-01-09 04:09:21,0 0 0 0 0 0 0 0 1 0
244,Video Title 244,physics,59000,,2022-01-24 18:21:07,0 0 0 0 0 0 0 0 1 0
245,Video Title 245,physics,51000,,2021-03-12 22:04:04,0 0 0 0 0 0 0 0 1 0
246,Video Title 246,physics,53000,,2021-05-16 04:30:07,0 0 0 0 0 0 0 0 1 0
247,Video Title 247,physics,36000,,2017-08-24 09:48:03,0 0 0 0 0 0 0 0 1 0
248,Video Title 248,physics,32000,,2023-06-28 09:24:17,0 0 0 0 0 0 0 0 1 0
249,Video Title 249,physics,59000,,2017-04-22 05:31:23,0 0 0 0 0 0 0 0 1 0
250,Video Title 250,physics,40000,,2020-08-20 08:44:34,0 0 0 0 0 0 0 0 1 0
251,Video Title 251,physics,33000,,2021-03-14 02:28:24,0 0 0 0 0 0 0 0 1 0
252,Video Title 252,physics,39000,,2019-01-27 23:55:52,0 0 0 0 0 0 0 0 1 0
253,Video Title 253,psychology,51000,,2018-02-01 15:13:07,0 0 0 0 0 0 0 0 0 1
254,Video Title 254,psychology,42000,,2020-12-21 19:27:25,0 0 0 0 0 0 0 0 0 1
255,Video Title 255,psychology,47000,,2015-04-12 14:24:40,0 0 0 0 0 0 0 0 0 1
256,Video Title 256,psychology,43000,,2020-08-25 23:49:06,0 0 0 0 0 0 0 0 0 1
257,Video Title 257,psychology,42000,,2020-10-10 05:03:07,0 0 0 0 0 0 0 0 0 1
258,Video Title 258,psychology,58000,,2015-09-30 04:47:42,0 0 0 0 0 0 0 0 0 1
259,Video Title 259,psychology,48000,,2017-01-05 11:12:32,0 0 0 0 0 0 0 0 0 1
260,Video Title 260,psychology,47000,,2022-05-04 02:19:29,0 0 0 0 0 0 0 0 0 1
261,Video Title 261,psychology,39000,,2016-11-15 05:38:29,0 0 0 0 0 0 0 0 0 1
262,Video Title 262,psychology,43000,,2021-11-10 00:28:23,0 0 0 0 0 0 0 0 0 1
263,Video Title 263,psychology,49000,,2020-07-19 16:12:45,0 0 0 0 0 0 0 0 0 1
264,Video Title 264,psychology,44000,,2018-06-03 12:27:18,0 0 0 0 0 0 0 0 0 1
265,Video Title 265,psychology,51000,,2016-02-22 00:14:33,0 0 0 0 0 0 0 0 0 1
266,Video Title 266,psychology,45000,,2021-12-09 03:13:15,0 0 0 0 0 0 0 0 0 1
267,Video Title 267,psychology,60000,,2021-12-17 11:46:08,0 0 0 0 0 0 0 0 0 1
268,Video Title 268,psychology,35000,,2020-08-03 19:19:30,0 0 0 0 0 0 0 0 0 1
269,Video Title 269,psychology,39000,,2019-02-27 09:35:45,0 0 0 0 0 0 0 0 0 1
270,Video Title 270,psychology,50000,,2020-03-12 07:14:47,0 0 0 0 0 0 0 0 0 1
271,Video Title 271,psychology,32000,,2022-03-09 05:53:43,0 0 0 0 0 0 0 0 0 1
272,Video Title 272,psychology,54000,,2016-05-09 06:29:21,0 0 0 0 0 0 0 0 0 1
273,Video Title 273,psychology,39000,,2016-04-01 22:31:20,0 0 0 0 0 0 0 0 0 1
274,Video Title 274,psychology,36000,,2015-06-24 20:12:25,0 0 0 0 0 0 0 0 0 1
275,Video Title 275,psychology,31000,,2016-06-14 16:12:24,0 0 0 0 0 0 0 0 0 1
276,Video Title 276,psychology,45000,,2020-02-12 03:36:00,0 0 0 0 0 0 0 0 0 1
277,Video Title 277,psychology,54000,,2014-09-25 19:45:10,0 0 0 0 0 0 0 0 0 1
278,Video Title 278,psychology,43000,,2022-11-11 09:35:35,0 0 0 0 0 0 0 0 0 1
279,Video Title 279,psychology,48000,,2015-12-13 16:31:36,0 0 0 0 0 0 0 0 0 1
280,Video Title 280,psychology,52000,,2017-11-04 12:30:49,0 0 0 0 0 0 0 0 0 1
281,Video Title 281,arts biology,42000,,2016-06-11 13:02:12,1 1 0 0 0 0 0 0 0 0
