id,title,category,duration,tags,publish_date,vector
2211,Video Title 2211,arts computer_science music,51000,,2023-12-15 11:22:59,1 0 0 0 1 0 0 1 0 0
3600,Video Title 3600,business computer_science physics,59000,,2023-12-14 15:40:11,0 0 1 0 1 0 0 0 1 0
4812,Video Title 4812,mathematics music physics,57000,,2023-12-14 03:19:38,0 0 0 0 0 0 1 1 1 0
976,Video Title 976,chemistry computer_science,49000,,2023-12-14 02:35:57,0 0 0 1 1 0 0 0 0 0
2151,Video Title 2151,arts computer_science literature,52000,,2023-12-12 20:25:36,1 0 0 0 1 1 0 0 0 0
2225,Video Title 2225,arts computer_science physics,49000,,2023-12-12 13:59:18,1 0 0 0 1 0 0 0 1 0
706,Video Title 706,biology physics,42000,,2023-12-12 09:23:29,0 1 0 0 0 0 0 0 1 0
4344,Video Title 4344,computer_science literature mathematics,53000,,2023-12-12 03:53:59,0 0 0 0 1 1 1 0 0 0
909,Video Title 909,business physics,42000,,2023-12-12 00:25:14,0 0 1 0 0 0 0 0 1 0
438,Video Title 438,arts mathematics,32000,,2023-12-09 19:13:39,1 0 0 0 0 0 1 0 0 0
4513,Video Title 4513,computer_science mathematics psychology,60000,,2023-12-09 06:00:35,0 0 0 0 1 0 1 0 0 1
4524,Video Title 4524,computer_science mathematics psychology,38000,,2023-12-08 20:51:47,0 0 0 0 1 0 1 0 0 1
3547,Video Title 3547,business computer_science mathematics,54000,,2023-12-08 14:05:46,0 0 1 0 1 0 1 0 0 0
3578,Video Title 3578,business computer_science music,52000,,2023-12-07 05:37:14,0 0 1 0 1 0 0 1 0 0
1707,Video Title 1707,arts biology music,50000,,2023-12-06 05:33:27,1 1 0 0 0 0 0 1 0 0
594,Video Title 594,biology computer_science,39000,,2023-12-05 07:49:22,0 1 0 0 1 0 0 0 0 0
3116,Video Title 3116,biology literature physics,53000,,2023-12-03 21:39:59,0 1 0 0 0 1 0 0 1 0
513,Video Title 513,arts psychology,37000,,2023-12-03 17:43:31,1 0 0 0 0 0 0 0 0 1
4118,Video Title 4118,chemistry literature physics,41000,,2023-12-02 14:25:40,0 0 0 1 0 1 0 0 1 0
4594,Video Title 4594,computer_science physics psychology,46000,,2023-12-02 12:32:23,0 0 0 0 1 0 0 0 1 1
1680,Video Title 1680,arts biology mathematics,30000,,2023-12-02 05:01:46,1 1 0 0 0 0 1 0 0 0
1916,Video Title 1916,arts business physics,56000,,2023-12-01 03:04:20,1 0 1 0 0 0 0 0 1 0
4186,Video Title 4186,chemistry mathematics music,47000,,2023-11-30 05:16:33,0 0 0 1 0 0 1 1 0 0
4650,Video Title 4650,literature mathematics physics,39000,,2023-11-29 05:21:39,0 0 0 0 0 1 1 0 1 0
1126,Video Title 1126,computer_science literature,42000,,2023-11-27 17:56:18,0 0 0 0 1 1 0 0 0 0
3528,Video Title 3528,business computer_science literature,51000,,2023-11-26 19:57:32,0 0 1 0 1 1 0 0 0 0
3147,Video Title 3147,biology literature psychology,56000,,2023-11-26 19:40:29,0 1 0 0 0 1 0 0 0 1
1387,Video Title 1387,mathematics music,47000,,2023-11-26 16:20:31,0 0 0 0 0 0 1 1 0 0
1622,Video Title 1622,arts biology computer_science,36000,,2023-11-24 16:21:13,1 1 0 0 1 0 0 0 0 0
1896,Video Title 1896,arts business music,30000,,2023-11-23 07:45:24,1 0 1 0 0 0 0 1 0 0
2257,Video Title 2257,arts computer_science psychology,44000,,2023-11-20 15:08:07,1 0 0 0 1 0 0 0 0 1
3923,Video Title 3923,chemistry computer_science literature,45000,,2023-11-19 14:18:02,0 0 0 1 1 1 0 0 0 0
2136,Video Title 2136,arts computer_science literature,40000,,2023-11-19 12:25:14,1 0 0 0 1 1 0 0 0 0
939,Video Title 939,business psychology,55000,,2023-11-19 09:50:17,0 0 1 0 0 0 0 0 0 1
2043,Video Title 2043,arts chemistry mathematics,32000,,2023-11-19 05:19:20,1 0 0 1 0 0 1 0 0 0
3196,Video Title 3196,biology mathematics physics,51000,,2023-11-19 02:07:24,0 1 0 0 0 0 1 0 1 0
1078,Video Title 1078,chemistry physics,53000,,2023-11-18 06:50:49,0 0 0 1 0 0 0 0 1 0
3097,Video Title 3097,biology literature music,35000,,2023-11-16 22:18:28,0 1 0 0 0 1 0 1 0 0
3992,Video Title 3992,chemistry computer_science music,58000,,2023-11-16 16:09:35,0 0 0 1 1 0 0 1 0 0
679,Video Title 679,biology music,34000,,2023-11-16 11:23:30,0 1 0 0 0 0 0 1 0 0
1741,Video Title 1741,arts biology psychology,60000,,2023-11-15 21:17:05,1 1 0 0 0 0 0 0 0 1
1115,Video Title 1115,chemistry psychology,55000,,2023-11-13 18:35:57,0 0 0 1 0 0 0 0 0 1
3717,Video Title 3717,business literature physics,54000,,2023-11-13 18:06:50,0 0 1 0 0 1 0 0 1 0
3924,Video Title 3924,chemistry computer_science literature,46000,,2023-11-13 05:31:09,0 0 0 1 1 1 0 0 0 0
1017,Video Title 1017,chemistry mathematics,57000,,2023-11-12 23:56:24,0 0 0 1 0 0 1 0 0 0
3463,Video Title 3463,business chemistry physics,49000,,2023-11-12 10:32:11,0 0 1 1 0 0 0 0 1 0
3296,Video Title 3296,biology music psychology,55000,,2023-11-11 21:59:29,0 1 0 0 0 0 0 1 0 1
1279,Video Title 1279,literature mathematics,32000,,2023-11-11 09:37:22,0 0 0 0 0 1 1 0 0 0
4131,Video Title 4131,chemistry literature physics,30000,,2023-11-10 00:59:41,0 0 0 1 0 1 0 0 1 0
4732,Video Title 4732,literature music physics,47000,,2023-11-08 09:02:36,0 0 0 0 0 1 0 1 1 0
1025,Video Title 1025,chemistry mathematics,33000,,2023-11-07 17:36:39,0 0 0 1 0 0 1 0 0 0
4037,Video Title 4037,chemistry computer_science psychology,54000,,2023-11-05 20:04:36,0 0 0 1 1 0 0 0 0 1
889,Video Title 889,business music,48000,,2023-11-05 04:55:33,0 0 1 0 0 0 0 1 0 0
2768,Video Title 2768,biology chemistry computer_science,35000,,2023-11-05 00:58:27,0 1 0 1 1 0 0 0 0 0
3037,Video Title 3037,biology computer_science psychology,39000,,2023-11-05 00:57:05,0 1 0 0 1 0 0 0 0 1
2040,Video Title 2040,arts chemistry mathematics,60000,,2023-11-04 22:38:09,1 0 0 1 0 0 1 0 0 0
4791,Video Title 4791,mathematics music physics,36000,,2023-11-04 13:29:09,0 0 0 0 0 0 1 1 1 0
1561,Video Title 1561,arts biology business,59000,,2023-11-03 05:40:52,1 1 1 0 0 0 0 0 0 0
3214,Video Title 3214,biology mathematics physics,42000,,2023-11-02 23:33:51,0 1 0 0 0 0 1 0 1 0
4777,Video Title 4777,literature physics psychology,52000,,2023-11-02 20:29:09,0 0 0 0 0 1 0 0 1 1
3506,Video Title 3506,business computer_science literature,57000,,2023-11-02 09:20:59,0 0 1 0 1 1 0 0 0 0
3341,Video Title 3341,business chemistry computer_science,40000,,2023-11-02 05:00:14,0 0 1 1 1 0 0 0 0 0
2396,Video Title 2396,arts mathematics music,35000,,2023-11-01 21:26:15,1 0 0 0 0 0 1 1 0 0
2037,Video Title 2037,arts chemistry mathematics,51000,,2023-10-30 01:19:02,1 0 0 1 0 0 1 0 0 0
1914,Video Title 1914,arts business physics,57000,,2023-10-29 17:25:19,1 0 1 0 0 0 0 0 1 0
1231,Video Title 1231,computer_science physics,35000,,2023-10-26 03:37:22,0 0 0 0 1 0 0 0 1 0
1366,Video Title 1366,literature psychology,55000,,2023-10-24 19:29:48,0 0 0 0 0 1 0 0 0 1
4034,Video Title 4034,chemistry computer_science psychology,41000,,2023-10-24 17:58:42,0 0 0 1 1 0 0 0 0 1
3813,Video Title 3813,business mathematics psychology,34000,,2023-10-24 13:38:31,0 0 1 0 0 0 1 0 0 1
4000,Video Title 4000,chemistry computer_science music,34000,,2023-10-24 01:11:53,0 0 0 1 1 0 0 1 0 0
661,Video Title 661,biology mathematics,33000,,2023-10-23 09:16:05,0 1 0 0 0 0 1 0 0 0
544,Video Title 544,biology business,50000,,2023-10-22 23:40:08,0 1 1 0 0 0 0 0 0 0
3886,Video Title 3886,business music psychology,54000,,2023-10-22 12:25:28,0 0 1 0 0 0 0 1 0 1
3433,Video Title 3433,business chemistry music,55000,,2023-10-20 17:58:40,0 0 1 1 0 0 0 1 0 0
4573,Video Title 4573,computer_science music psychology,50000,,2023-10-20 04:07:25,0 0 0 0 1 0 0 1 0 1
628,Video Title 628,biology literature,51000,,2023-10-19 18:56:25,0 1 0 0 0 1 0 0 0 0
4701,Video Title 4701,literature mathematics psychology,33000,,2023-10-19 05:15:48,0 0 0 0 0 1 1 0 0 1
3306,Video Title 3306,biology physics psychology,39000,,2023-10-17 06:58:15,0 1 0 0 0 0 0 0 1 1
566,Video Title 566,biology chemistry,43000,,2023-10-13 22:23:05,0 1 0 1 0 0 0 0 0 0
3500,Video Title 3500,business chemistry psychology,31000,,2023-10-13 13:15:00,0 0 1 1 0 0 0 0 0 1
3873,Video Title 3873,business music psychology,40000,,2023-10-12 18:46:35,0 0 1 0 0 0 0 1 0 1
2296,Video Title 2296,arts literature mathematics,37000,,2023-10-12 07:39:03,1 0 0 0 0 1 1 0 0 0
1735,Video Title 1735,arts biology physics,58000,,2023-10-11 14:15:09,1 1 0 0 0 0 0 0 1 0
4058,Video Title 4058,chemistry computer_science psychology,48000,,2023-10-11 03:12:24,0 0 0 1 1 0 0 0 0 1
3715,Video Title 3715,business literature physics,46000,,2023-10-08 06:56:00,0 0 1 0 0 1 0 0 1 0
417,Video Title 417,arts literature,48000,,2023-10-07 14:46:30,1 0 0 0 0 1 0 0 0 0
2475,Video Title 2475,arts music physics,58000,,2023-10-06 05:12:55,1 0 0 0 0 0 0 1 1 0
1944,Video Title 1944,arts business psychology,34000,,2023-10-04 21:23:41,1 0 1 0 0 0 0 0 0 1
2411,Video Title 2411,arts mathematics physics,55000,,2023-10-04 18:04:13,1 0 0 0 0 0 1 0 1 0
2709,Video Title 2709,biology business physics,30000,,2023-10-04 02:34:51,0 1 1 0 0 0 0 0 1 0
3882,Video Title 3882,business music psychology,47000,,2023-10-03 22:39:02,0 0 1 0 0 0 0 1 0 1
3875,Video Title 3875,business music psychology,47000,,2023-10-03 10:47:36,0 0 1 0 0 0 0 1 0 1
1079,Video Title 1079,chemistry physics,41000,,2023-10-03 02:46:24,0 0 0 1 0 0 0 0 1 0
3242,Video Title 3242,biology mathematics psychology,55000,,2023-10-02 10:46:07,0 1 0 0 0 0 1 0 0 1
1778,Video Title 1778,arts business chemistry,52000,,2023-10-01 22:25:53,1 0 1 1 0 0 0 0 0 0
3485,Video Title 3485,business chemistry psychology,43000,,2023-10-01 15:48:44,0 0 1 1 0 0 0 0 0 1
2921,Video Title 2921,biology computer_science literature,54000,,2023-10-01 15:33:57,0 1 0 0 1 1 0 0 0 0
4534,Video Title 4534,computer_science mathematics psychology,33000,,2023-09-30 12:11:40,0 0 0 0 1 0 1 0 0 1
2919,Video Title 2919,biology computer_science literature,33000,,2023-09-30 06:49:43,0 1 0 0 1 1 0 0 0 0
4841,Video Title 4841,mathematics music psychology,32000,,2023-09-30 00:26:26,0 0 0 0 0 0 1 1 0 1
3952,Video Title 3952,chemistry computer_science mathematics,45000,,2023-09-29 01:03:58,0 0 0 1 1 0 1 0 0 0
4285,Video Title 4285,chemistry music psychology,32000,,2023-09-28 13:34:31,0 0 0 1 0 0 0 1 0 1
1908,Video Title 1908,arts business physics,37000,,2023-09-28 00:38:09,1 0 1 0 0 0 0 0 1 0
4452,Video Title 4452,computer_science literature psychology,56000,,2023-09-27 19:33:27,0 0 0 0 1 1 0 0 0 1
1426,Video Title 1426,mathematics physics,57000,,2023-09-27 12:21:42,0 0 0 0 0 0 1 0 1 0
599,Video Title 599,biology computer_science,53000,,2023-09-26 15:36:24,0 1 0 0 1 0 0 0 0 0
4027,Video Title 4027,chemistry computer_science physics,30000,,2023-09-26 13:35:58,0 0 0 1 1 0 0 0 1 0
2935,Video Title 2935,biology computer_science literature,36000,,2023-09-25 10:48:27,0 1 0 0 1 1 0 0 0 0
2594,Video Title 2594,biology business computer_science,42000,,2023-09-23 06:15:06,0 1 1 0 1 0 0 0 0 0
4575,Video Title 4575,computer_science music psychology,46000,,2023-09-23 05:06:59,0 0 0 0 1 0 0 1 0 1
2078,Video Title 2078,arts chemistry physics,33000,,2023-09-22 14:42:21,1 0 0 1 0 0 0 0 1 0
204,Video Title 204,music,55000,,2023-09-21 12:23:34,0 0 0 0 0 0 0 1 0 0
1664,Video Title 1664,arts biology mathematics,53000,,2023-09-21 08:21:56,1 1 0 0 0 0 1 0 0 0
1139,Video Title 1139,computer_science literature,55000,,2023-09-21 00:10:52,0 0 0 0 1 1 0 0 0 0
4773,Video Title 4773,literature physics psychology,41000,,2023-09-20 22:37:07,0 0 0 0 0 1 0 0 1 1
1811,Video Title 1811,arts business computer_science,48000,,2023-09-20 06:44:18,1 0 1 0 1 0 0 0 0 0
752,Video Title 752,biology psychology,50000,,2023-09-20 02:35:02,0 1 0 0 0 0 0 0 0 1
4506,Video Title 4506,computer_science mathematics physics,55000,,2023-09-16 22:29:15,0 0 0 0 1 0 1 0 1 0
234,Video Title 234,physics,58000,,2023-09-14 23:05:36,0 0 0 0 0 0 0 0 1 0
3918,Video Title 3918,business physics psychology,53000,,2023-09-14 19:35:41,0 0 1 0 0 0 0 0 1 1
3881,Video Title 3881,business music psychology,30000,,2023-09-14 01:09:15,0 0 1 0 0 0 0 1 0 1
2311,Video Title 2311,arts literature music,40000,,2023-09-14 00:42:22,1 0 0 0 0 1 0 1 0 0
3761,Video Title 3761,business mathematics music,48000,,2023-09-13 23:53:59,0 0 1 0 0 0 1 1 0 0
2947,Video Title 2947,biology computer_science mathematics,59000,,2023-09-12 05:29:22,0 1 0 0 1 0 1 0 0 0
4548,Video Title 4548,computer_science music physics,44000,,2023-09-12 04:10:19,0 0 0 0 1 0 0 1 1 0
3339,Video Title 3339,business chemistry computer_science,32000,,2023-09-12 02:07:27,0 0 1 1 1 0 0 0 0 0
3885,Video Title 3885,business music psychology,39000,,2023-09-12 01:26:48,0 0 1 0 0 0 0 1 0 1
2862,Video Title 2862,biology chemistry physics,34000,,2023-09-11 19:54:08,0 1 0 1 0 0 0 0 1 0
554,Video Title 554,biology business,55000,,2023-09-10 14:14:16,0 1 1 0 0 0 0 0 0 0
1976,Video Title 1976,arts chemistry computer_science,43000,,2023-09-10 05:19:11,1 0 0 1 1 0 0 0 0 0
487,Video Title 487,arts physics,45000,,2023-09-10 01:14:19,1 0 0 0 0 0 0 0 1 0
3193,Video Title 3193,biology mathematics physics,54000,,2023-09-09 04:12:03,0 1 0 0 0 0 1 0 1 0
1502,Video Title 1502,music psychology,42000,,2023-09-08 20:19:45,0 0 0 0 0 0 0 1 0 1
2586,Video Title 2586,biology business computer_science,52000,,2023-09-07 19:28:00,0 1 1 0 1 0 0 0 0 0
1668,Video Title 1668,arts biology mathematics,36000,,2023-09-06 16:03:49,1 1 0 0 0 0 1 0 0 0
4327,Video Title 4327,chemistry physics psychology,34000,,2023-09-06 09:51:51,0 0 0 1 0 0 0 0 1 1
4639,Video Title 4639,literature mathematics music,34000,,2023-09-06 07:35:10,0 0 0 0 0 1 1 1 0 0
1338,Video Title 1338,literature physics,43000,,2023-09-05 10:04:12,0 0 0 0 0 1 0 0 1 0
3544,Video Title 3544,business computer_science mathematics,32000,,2023-09-03 19:28:39,0 0 1 0 1 0 1 0 0 0
4787,Video Title 4787,literature physics psychology,45000,,2023-09-03 15:10:26,0 0 0 0 0 1 0 0 1 1
3595,Video Title 3595,business computer_science physics,55000,,2023-09-03 03:41:54,0 0 1 0 1 0 0 0 1 0
1138,Video Title 1138,computer_science literature,38000,,2023-09-02 19:23:34,0 0 0 0 1 1 0 0 0 0
229,Video Title 229,physics,32000,,2023-09-02 03:29:07,0 0 0 0 0 0 0 0 1 0
1536,Video Title 1536,physics psychology,42000,,2023-09-01 20:39:19,0 0 0 0 0 0 0 0 1 1
626,Video Title 626,biology literature,54000,,2023-08-31 17:25:06,0 1 0 0 0 1 0 0 0 0
2131,Video Title 2131,arts computer_science literature,51000,,2023-08-31 16:07:32,1 0 0 0 1 1 0 0 0 0
3279,Video Title 3279,biology music psychology,35000,,2023-08-30 23:17:23,0 1 0 0 0 0 0 1 0 1
1580,Video Title 1580,arts biology chemistry,46000,,2023-08-29 14:16:35,1 1 0 1 0 0 0 0 0 0
2412,Video Title 2412,arts mathematics physics,40000,,2023-08-29 06:59:22,1 0 0 0 0 0 1 0 1 0
1537,Video Title 1537,physics psychology,40000,,2023-08-28 20:47:23,0 0 0 0 0 0 0 0 1 1
2029,Video Title 2029,arts chemistry mathematics,43000,,2023-08-28 12:59:12,1 0 0 1 0 0 1 0 0 0
379,Video Title 379,arts computer_science,46000,,2023-08-27 23:29:55,1 0 0 0 1 0 0 0 0 0
1958,Video Title 1958,arts business psychology,54000,,2023-08-26 22:06:47,1 0 1 0 0 0 0 0 0 1
2058,Video Title 2058,arts chemistry music,54000,,2023-08-25 15:15:13,1 0 0 1 0 0 0 1 0 0
545,Video Title 545,biology business,45000,,2023-08-25 14:37:14,0 1 1 0 0 0 0 0 0 0
358,Video Title 358,arts chemistry,35000,,2023-08-25 05:32:22,1 0 0 1 0 0 0 0 0 0
2688,Video Title 2688,biology business music,42000,,2023-08-24 16:21:14,0 1 1 0 0 0 0 1 0 0
848,Video Title 848,business mathematics,51000,,2023-08-24 02:19:06,0 0 1 0 0 0 1 0 0 0
1288,Video Title 1288,literature mathematics,51000,,2023-08-23 03:02:50,0 0 0 0 0 1 1 0 0 0
696,Video Title 696,biology music,50000,,2023-08-22 16:41:37,0 1 0 0 0 0 0 1 0 0
2569,Video Title 2569,biology business chemistry,57000,,2023-08-22 14:25:24,0 1 1 1 0 0 0 0 0 0
4469,Video Title 4469,computer_science mathematics music,44000,,2023-08-22 02:44:16,0 0 0 0 1 0 1 1 0 0
2355,Video Title 2355,arts literature psychology,34000,,2023-08-22 01:40:35,1 0 0 0 0 1 0 0 0 1
4193,Video Title 4193,chemistry mathematics music,31000,,2023-08-21 19:43:53,0 0 0 1 0 0 1 1 0 0
2369,Video Title 2369,arts literature psychology,42000,,2023-08-21 02:47:38,1 0 0 0 0 1 0 0 0 1
4724,Video Title 4724,literature music physics,47000,,2023-08-20 16:22:57,0 0 0 0 0 1 0 1 1 0
4223,Video Title 4223,chemistry mathematics physics,37000,,2023-08-20 02:25:25,0 0 0 1 0 0 1 0 1 0
1967,Video Title 1967,arts chemistry computer_science,58000,,2023-08-19 05:46:30,1 0 0 1 1 0 0 0 0 0
4891,Video Title 4891,music physics psychology,48000,,2023-08-19 04:29:03,0 0 0 0 0 0 0 1 1 1
4689,Video Title 4689,literature mathematics psychology,35000,,2023-08-16 16:12:16,0 0 0 0 0 1 1 0 0 1
2273,Video Title 2273,arts literature mathematics,42000,,2023-08-16 10:20:59,1 0 0 0 0 1 1 0 0 0
477,Video Title 477,arts physics,37000,,2023-08-14 23:24:45,1 0 0 0 0 0 0 0 1 0
3503,Video Title 3503,business computer_science literature,45000,,2023-08-14 08:13:36,0 0 1 0 1 1 0 0 0 0
3031,Video Title 3031,biology computer_science psychology,41000,,2023-08-14 00:41:43,0 1 0 0 1 0 0 0 0 1
2927,Video Title 2927,biology computer_science literature,51000,,2023-08-12 10:20:14,0 1 0 0 1 1 0 0 0 0
3174,Video Title 3174,biology mathematics music,43000,,2023-08-12 08:47:09,0 1 0 0 0 0 1 1 0 0
4707,Video Title 4707,literature music physics,49000,,2023-08-12 02:24:14,0 0 0 0 0 1 0 1 1 0
4737,Video Title 4737,literature music psychology,44000,,2023-08-12 01:37:30,0 0 0 0 0 1 0 1 0 1
3252,Video Title 3252,biology music physics,54000,,2023-08-11 12:37:53,0 1 0 0 0 0 0 1 1 0
375,Video Title 375,arts computer_science,43000,,2023-08-10 20:59:27,1 0 0 0 1 0 0 0 0 0
3520,Video Title 3520,business computer_science literature,41000,,2023-08-10 02:55:19,0 0 1 0 1 1 0 0 0 0
1004,Video Title 1004,chemistry literature,37000,,2023-08-09 21:33:23,0 0 0 1 0 1 0 0 0 0
2503,Video Title 2503,arts music psychology,39000,,2023-08-08 11:45:41,1 0 0 0 0 0 0 1 0 1
3032,Video Title 3032,biology computer_science psychology,44000,,2023-08-07 08:37:12,0 1 0 0 1 0 0 0 0 1
1413,Video Title 1413,mathematics physics,41000,,2023-08-05 10:29:12,0 0 0 0 0 0 1 0 1 0
2797,Video Title 2797,biology chemistry literature,55000,,2023-08-04 21:21:28,0 1 0 1 0 1 0 0 0 0
3817,Video Title 3817,business mathematics psychology,57000,,2023-08-04 17:29:12,0 0 1 0 0 0 1 0 0 1
4759,Video Title 4759,literature music psychology,44000,,2023-08-04 07:45:31,0 0 0 0 0 1 0 1 0 1
2455,Video Title 2455,arts mathematics psychology,37000,,2023-08-03 23:21:39,1 0 0 0 0 0 1 0 0 1
3835,Video Title 3835,business mathematics psychology,39000,,2023-08-01 15:16:11,0 0 1 0 0 0 1 0 0 1
4674,Video Title 4674,literature mathematics physics,31000,,2023-07-31 23:45:48,0 0 0 0 0 1 1 0 1 0
4290,Video Title 4290,chemistry music psychology,32000,,2023-07-31 19:40:44,0 0 0 1 0 0 0 1 0 1
832,Video Title 832,business literature,34000,,2023-07-30 16:28:43,0 0 1 0 0 1 0 0 0 0
3903,Video Title 3903,business physics psychology,51000,,2023-07-30 07:50:09,0 0 1 0 0 0 0 0 1 1
1165,Video Title 1165,computer_science mathematics,36000,,2023-07-29 06:45:21,0 0 0 0 1 0 1 0 0 0
2440,Video Title 2440,arts mathematics psychology,37000,,2023-07-28 00:07:26,1 0 0 0 0 0 1 0 0 1
1069,Video Title 1069,chemistry physics,50000,,2023-07-26 18:33:17,0 0 0 1 0 0 0 0 1 0
1052,Video Title 1052,chemistry music,50000,,2023-07-25 16:24:09,0 0 0 1 0 0 0 1 0 0
2354,Video Title 2354,arts literature psychology,48000,,2023-07-25 02:16:19,1 0 0 0 0 1 0 0 0 1
3940,Video Title 3940,chemistry computer_science literature,39000,,2023-07-24 11:55:47,0 0 0 1 1 1 0 0 0 0
2760,Video Title 2760,biology chemistry computer_science,51000,,2023-07-23 14:18:01,0 1 0 1 1 0 0 0 0 0
2741,Video Title 2741,biology business psychology,43000,,2023-07-22 09:02:31,0 1 1 0 0 0 0 0 0 1
1179,Video Title 1179,computer_science music,39000,,2023-07-21 21:28:54,0 0 0 0 1 0 0 1 0 0
4198,Video Title 4198,chemistry mathematics music,58000,,2023-07-21 01:45:02,0 0 0 1 0 0 1 1 0 0
1731,Video Title 1731,arts biology physics,55000,,2023-07-19 13:13:27,1 1 0 0 0 0 0 0 1 0
559,Video Title 559,biology business,42000,,2023-07-17 14:37:41,0 1 1 0 0 0 0 0 0 0
1802,Video Title 1802,arts business computer_science,31000,,2023-07-17 09:21:21,1 0 1 0 1 0 0 0 0 0
719,Video Title 719,biology physics,41000,,2023-07-15 14:42:16,0 1 0 0 0 0 0 0 1 0
81,Video Title 81,business,47000,,2023-07-15 06:34:40,0 0 1 0 0 0 0 0 0 0
991,Video Title 991,chemistry literature,35000,,2023-07-12 16:21:04,0 0 0 1 0 1 0 0 0 0
2139,Video Title 2139,arts computer_science literature,52000,,2023-07-10 11:39:04,1 0 0 0 1 1 0 0 0 0
4705,Video Title 4705,literature music physics,39000,,2023-07-10 09:37:48,0 0 0 0 0 1 0 1 1 0
1602,Video Title 1602,arts biology computer_science,41000,,2023-07-09 05:21:17,1 1 0 0 1 0 0 0 0 0
1986,Video Title 1986,arts chemistry computer_science,38000,,2023-07-08 13:36:09,1 0 0 1 1 0 0 0 0 0
1819,Video Title 1819,arts business computer_science,30000,,2023-07-06 02:44:49,1 0 1 0 1 0 0 0 0 0
479,Video Title 479,arts physics,48000,,2023-07-05 08:52:40,1 0 0 0 0 0 0 0 1 0
3351,Video Title 3351,business chemistry computer_science,56000,,2023-07-05 03:39:47,0 0 1 1 1 0 0 0 0 0
3589,Video Title 3589,business computer_science physics,36000,,2023-07-04 06:49:58,0 0 1 0 1 0 0 0 1 0
3710,Video Title 3710,business literature physics,49000,,2023-07-03 14:06:37,0 0 1 0 0 1 0 0 1 0
4345,Video Title 4345,computer_science literature mathematics,54000,,2023-07-02 16:26:28,0 0 0 0 1 1 1 0 0 0
3243,Video Title 3243,biology mathematics psychology,49000,,2023-07-01 14:26:26,0 1 0 0 0 0 1 0 0 1
348,Video Title 348,arts chemistry,30000,,2023-07-01 01:59:16,1 0 0 1 0 0 0 0 0 0
437,Video Title 437,arts mathematics,48000,,2023-06-29 07:24:22,1 0 0 0 0 0 1 0 0 0
