id,title,category,duration,tags,publish_date,vector
1707,Video Title 1707,chemistry,50000,,2023-12-06 05:33:27,0 0 0 1 0 0 0 0 0 0
594,Video Title 594,biology,39000,,2023-12-05 07:49:22,0 1 0 0 0 0 0 0 0 0
3116,Video Title 3116,mathematics,53000,,2023-12-03 21:39:59,0 0 0 0 0 0 1 0 0 0
513,Video Title 513,biology,37000,,2023-12-03 17:43:31,0 1 0 0 0 0 0 0 0 0
4118,Video Title 4118,physics,41000,,2023-12-02 14:25:40,0 0 0 0 0 0 0 0 1 0
4594,Video Title 4594,psychology,46000,,2023-12-02 12:32:23,0 0 0 0 0 0 0 0 0 1
1680,Video Title 1680,chemistry,30000,,2023-12-02 05:01:46,0 0 0 1 0 0 0 0 0 0
1916,Video Title 1916,chemistry,56000,,2023-12-01 03:04:20,0 0 0 1 0 0 0 0 0 0
4186,Video Title 4186,physics,47000,,2023-11-30 05:16:33,0 0 0 0 0 0 0 0 1 0
4650,Video Title 4650,psychology,39000,,2023-11-29 05:21:39,0 0 0 0 0 0 0 0 0 1
1126,Video Title 1126,business,42000,,2023-11-27 17:56:18,0 0 1 0 0 0 0 0 0 0
3528,Video Title 3528,music,51000,,2023-11-26 19:57:32,0 0 0 0 0 0 0 1 0 0
3147,Video Title 3147,mathematics,56000,,2023-11-26 19:40:29,0 0 0 0 0 0 1 0 0 0
1387,Video Title 1387,business,47000,,2023-11-26 16:20:31,0 0 1 0 0 0 0 0 0 0
1622,Video Title 1622,chemistry,36000,,2023-11-24 16:21:13,0 0 0 1 0 0 0 0 0 0
1896,Video Title 1896,chemistry,30000,,2023-11-23 07:45:24,0 0 0 1 0 0 0 0 0 0
2257,Video Title 2257,computer_science,44000,,2023-11-20 15:08:07,0 0 0 0 1 0 0 0 0 0
3923,Video Title 3923,music,45000,,2023-11-19 14:18:02,0 0 0 0 0 0 0 1 0 0
2136,Video Title 2136,computer_science,40000,,2023-11-19 12:25:14,0 0 0 0 1 0 0 0 0 0
939,Video Title 939,biology,55000,,2023-11-19 09:50:17,0 1 0 0 0 0 0 0 0 0
2043,Video Title 2043,computer_science,32000,,2023-11-19 05:19:20,0 0 0 0 1 0 0 0 0 0
3196,Video Title 3196,mathematics,51000,,2023-11-19 02:07:24,0 0 0 0 0 0 1 0 0 0
1078,Video Title 1078,business,53000,,2023-11-18 06:50:49,0 0 1 0 0 0 0 0 0 0
3097,Video Title 3097,mathematics,35000,,2023-11-16 22:18:28,0 0 0 0 0 0 1 0 0 0
3992,Video Title 3992,music,58000,,2023-11-16 16:09:35,0 0 0 0 0 0 0 1 0 0
679,Video Title 679,biology,34000,,2023-11-16 11:23:30,0 1 0 0 0 0 0 0 0 0
1741,Video Title 1741,chemistry,60000,,2023-11-15 21:17:05,0 0 0 1 0 0 0 0 0 0
1115,Video Title 1115,business,55000,,2023-11-13 18:35:57,0 0 1 0 0 0 0 0 0 0
3717,Video Title 3717,music,54000,,2023-11-13 18:06:50,0 0 0 0 0 0 0 1 0 0
3924,Video Title 3924,music,46000,,2023-11-13 05:31:09,0 0 0 0 0 0 0 1 0 0
1017,Video Title 1017,business,57000,,2023-11-12 23:56:24,0 0 1 0 0 0 0 0 0 0
3463,Video Title 3463,mathematics,49000,,2023-11-12 10:32:11,0 0 0 0 0 0 1 0 0 0
3296,Video Title 3296,mathematics,55000,,2023-11-11 21:59:29,0 0 0 0 0 0 1 0 0 0
1279,Video Title 1279,business,32000,,2023-11-11 09:37:22,0 0 1 0 0 0 0 0 0 0
4131,Video Title 4131,physics,30000,,2023-11-10 00:59:41,0 0 0 0 0 0 0 0 1 0
4732,Video Title 4732,psychology,47000,,2023-11-08 09:02:36,0 0 0 0 0 0 0 0 0 1
1025,Video Title 1025,business,33000,,2023-11-07 17:36:39,0 0 1 0 0 0 0 0 0 0
4037,Video Title 4037,physics,54000,,2023-11-05 20:04:36,0 0 0 0 0 0 0 0 1 0
889,Video Title 889,biology,48000,,2023-11-05 04:55:33,0 1 0 0 0 0 0 0 0 0
2768,Video Title 2768,literature,35000,,2023-11-05 00:58:27,0 0 0 0 0 1 0 0 0 0
3037,Video Title 3037,mathematics,39000,,2023-11-05 00:57:05,0 0 0 0 0 0 1 0 0 0
2040,Video Title 2040,computer_science,60000,,2023-11-04 22:38:09,0 0 0 0 1 0 0 0 0 0
4791,Video Title 4791,psychology,36000,,2023-11-04 13:29:09,0 0 0 0 0 0 0 0 0 1
1561,Video Title 1561,chemistry,59000,,2023-11-03 05:40:52,0 0 0 1 0 0 0 0 0 0
3214,Video Title 3214,mathematics,42000,,2023-11-02 23:33:51,0 0 0 0 0 0 1 0 0 0
4777,Video Title 4777,psychology,52000,,2023-11-02 20:29:09,0 0 0 0 0 0 0 0 0 1
3506,Video Title 3506,music,57000,,2023-11-02 09:20:59,0 0 0 0 0 0 0 1 0 0
3341,Video Title 3341,mathematics,40000,,2023-11-02 05:00:14,0 0 0 0 0 0 1 0 0 0
2396,Video Title 2396,computer_science,35000,,2023-11-01 21:26:15,0 0 0 0 1 0 0 0 0 0
2037,Video Title 2037,computer_science,51000,,2023-10-30 01:19:02,0 0 0 0 1 0 0 0 0 0
1914,Video Title 1914,chemistry,57000,,2023-10-29 17:25:19,0 0 0 1 0 0 0 0 0 0
1231,Video Title 1231,business,35000,,2023-10-26 03:37:22,0 0 1 0 0 0 0 0 0 0
1366,Video Title 1366,business,55000,,2023-10-24 19:29:48,0 0 1 0 0 0 0 0 0 0
4034,Video Title 4034,physics,41000,,2023-10-24 17:58:42,0 0 0 0 0 0 0 0 1 0
3813,Video Title 3813,music,34000,,2023-10-24 13:38:31,0 0 0 0 0 0 0 1 0 0
4000,Video Title 4000,music,34000,,2023-10-24 01:11:53,0 0 0 0 0 0 0 1 0 0
661,Video Title 661,biology,33000,,2023-10-23 09:16:05,0 1 0 0 0 0 0 0 0 0
544,Video Title 544,biology,50000,,2023-10-22 23:40:08,0 1 0 0 0 0 0 0 0 0
3886,Video Title 3886,music,54000,,2023-10-22 12:25:28,0 0 0 0 0 0 0 1 0 0
3433,Video Title 3433,mathematics,55000,,2023-10-20 17:58:40,0 0 0 0 0 0 1 0 0 0
4573,Video Title 4573,psychology,50000,,2023-10-20 04:07:25,0 0 0 0 0 0 0 0 0 1
628,Video Title 628,biology,51000,,2023-10-19 18:56:25,0 1 0 0 0 0 0 0 0 0
4701,Video Title 4701,psychology,33000,,2023-10-19 05:15:48,0 0 0 0 0 0 0 0 0 1
3306,Video Title 3306,mathematics,39000,,2023-10-17 06:58:15,0 0 0 0 0 0 1 0 0 0
566,Video Title 566,biology,43000,,2023-10-13 22:23:05,0 1 0 0 0 0 0 0 0 0
3500,Video Title 3500,mathematics,31000,,2023-10-13 13:15:00,0 0 0 0 0 0 1 0 0 0
3873,Video Title 3873,music,40000,,2023-10-12 18:46:35,0 0 0 0 0 0 0 1 0 0
2296,Video Title 2296,computer_science,37000,,2023-10-12 07:39:03,0 0 0 0 1 0 0 0 0 0
1735,Video Title 1735,chemistry,58000,,2023-10-11 14:15:09,0 0 0 1 0 0 0 0 0 0
4058,Video Title 4058,physics,48000,,2023-10-11 03:12:24,0 0 0 0 0 0 0 0 1 0
3715,Video Title 3715,music,46000,,2023-10-08 06:56:00,0 0 0 0 0 0 0 1 0 0
417,Video Title 417,arts,48000,,2023-10-07 14:46:30,1 0 0 0 0 0 0 0 0 0
2475,Video Title 2475,computer_science,58000,,2023-10-06 05:12:55,0 0 0 0 1 0 0 0 0 0
1944,Video Title 1944,chemistry,34000,,2023-10-04 21:23:41,0 0 0 1 0 0 0 0 0 0
2411,Video Title 2411,computer_science,55000,,2023-10-04 18:04:13,0 0 0 0 1 0 0 0 0 0
2709,Video Title 2709,literature,30000,,2023-10-04 02:34:51,0 0 0 0 0 1 0 0 0 0
3882,Video Title 3882,music,47000,,2023-10-03 22:39:02,0 0 0 0 0 0 0 1 0 0
3875,Video Title 3875,music,47000,,2023-10-03 10:47:36,0 0 0 0 0 0 0 1 0 0
1079,Video Title 1079,business,41000,,2023-10-03 02:46:24,0 0 1 0 0 0 0 0 0 0
3242,Video Title 3242,mathematics,55000,,2023-10-02 10:46:07,0 0 0 0 0 0 1 0 0 0
1778,Video Title 1778,chemistry,52000,,2023-10-01 22:25:53,0 0 0 1 0 0 0 0 0 0
3485,Video Title 3485,mathematics,43000,,2023-10-01 15:48:44,0 0 0 0 0 0 1 0 0 0
2921,Video Title 2921,literature,54000,,2023-10-01 15:33:57,0 0 0 0 0 1 0 0 0 0
4534,Video Title 4534,psychology,33000,,2023-09-30 12:11:40,0 0 0 0 0 0 0 0 0 1
2919,Video Title 2919,literature,33000,,2023-09-30 06:49:43,0 0 0 0 0 1 0 0 0 0
4841,Video Title 4841,psychology,32000,,2023-09-30 00:26:26,0 0 0 0 0 0 0 0 0 1
3952,Video Title 3952,music,45000,,2023-09-29 01:03:58,0 0 0 0 0 0 0 1 0 0
4285,Video Title 4285,physics,32000,,2023-09-28 13:34:31,0 0 0 0 0 0 0 0 1 0
1908,Video Title 1908,chemistry,37000,,2023-09-28 00:38:09,0 0 0 1 0 0 0 0 0 0
4452,Video Title 4452,physics,56000,,2023-09-27 19:33:27,0 0 0 0 0 0 0 0 1 0
1426,Video Title 1426,business,57000,,2023-09-27 12:21:42,0 0 1 0 0 0 0 0 0 0
599,Video Title 599,biology,53000,,2023-09-26 15:36:24,0 1 0 0 0 0 0 0 0 0
4027,Video Title 4027,physics,30000,,2023-09-26 13:35:58,0 0 0 0 0 0 0 0 1 0
2935,Video Title 2935,literature,36000,,2023-09-25 10:48:27,0 0 0 0 0 1 0 0 0 0
2594,Video Title 2594,literature,42000,,2023-09-23 06:15:06,0 0 0 0 0 1 0 0 0 0
4575,Video Title 4575,psychology,46000,,2023-09-23 05:06:59,0 0 0 0 0 0 0 0 0 1
2078,Video Title 2078,computer_science,33000,,2023-09-22 14:42:21,0 0 0 0 1 0 0 0 0 0
204,Video Title 204,arts,55000,,2023-09-21 12:23:34,1 0 0 0 0 0 0 0 0 0
1664,Video Title 1664,chemistry,53000,,2023-09-21 08:21:56,0 0 0 1 0 0 0 0 0 0
1139,Video Title 1139,business,55000,,2023-09-21 00:10:52,0 0 1 0 0 0 0 0 0 0
4773,Video Title 4773,psychology,41000,,2023-09-20 22:37:07,0 0 0 0 0 0 0 0 0 1
1811,Video Title 1811,chemistry,48000,,2023-09-20 06:44:18,0 0 0 1 0 0 0 0 0 0
752,Video Title 752,biology,50000,,2023-09-20 02:35:02,0 1 0 0 0 0 0 0 0 0
4506,Video Title 4506,psychology,55000,,2023-09-16 22:29:15,0 0 0 0 0 0 0 0 0 1
234,Video Title 234,arts,58000,,2023-09-14 23:05:36,1 0 0 0 0 0 0 0 0 0
3918,Video Title 3918,music,53000,,2023-09-14 19:35:41,0 0 0 0 0 0 0 1 0 0
3881,Video Title 3881,music,30000,,2023-09-14 01:09:15,0 0 0 0 0 0 0 1 0 0
2311,Video Title 2311,computer_science,40000,,2023-09-14 00:42:22,0 0 0 0 1 0 0 0 0 0
3761,Video Title 3761,music,48000,,2023-09-13 23:53:59,0 0 0 0 0 0 0 1 0 0
2947,Video Title 2947,literature,59000,,2023-09-12 05:29:22,0 0 0 0 0 1 0 0 0 0
4548,Video Title 4548,psychology,44000,,2023-09-12 04:10:19,0 0 0 0 0 0 0 0 0 1
3339,Video Title 3339,mathematics,32000,,2023-09-12 02:07:27,0 0 0 0 0 0 1 0 0 0
3885,Video Title 3885,music,39000,,2023-09-12 01:26:48,0 0 0 0 0 0 0 1 0 0
2862,Video Title 2862,literature,34000,,2023-09-11 19:54:08,0 0 0 0 0 1 0 0 0 0
554,Video Title 554,biology,55000,,2023-09-10 14:14:16,0 1 0 0 0 0 0 0 0 0
1976,Video Title 1976,chemistry,43000,,2023-09-10 05:19:11,0 0 0 1 0 0 0 0 0 0
487,Video Title 487,arts,45000,,2023-09-10 01:14:19,1 0 0 0 0 0 0 0 0 0
3193,Video Title 3193,mathematics,54000,,2023-09-09 04:12:03,0 0 0 0 0 0 1 0 0 0
1502,Video Title 1502,chemistry,42000,,2023-09-08 20:19:45,0 0 0 1 0 0 0 0 0 0
2586,Video Title 2586,literature,52000,,2023-09-07 19:28:00,0 0 0 0 0 1 0 0 0 0
1668,Video Title 1668,chemistry,36000,,2023-09-06 16:03:49,0 0 0 1 0 0 0 0 0 0
4327,Video Title 4327,physics,34000,,2023-09-06 09:51:51,0 0 0 0 0 0 0 0 1 0
4639,Video Title 4639,psychology,34000,,2023-09-06 07:35:10,0 0 0 0 0 0 0 0 0 1
1338,Video Title 1338,business,43000,,2023-09-05 10:04:12,0 0 1 0 0 0 0 0 0 0
3544,Video Title 3544,music,32000,,2023-09-03 19:28:39,0 0 0 0 0 0 0 1 0 0
4787,Video Title 4787,psychology,45000,,2023-09-03 15:10:26,0 0 0 0 0 0 0 0 0 1
3595,Video Title 3595,music,55000,,2023-09-03 03:41:54,0 0 0 0 0 0 0 1 0 0
1138,Video Title 1138,business,38000,,2023-09-02 19:23:34,0 0 1 0 0 0 0 0 0 0
229,Video Title 229,arts,32000,,2023-09-02 03:29:07,1 0 0 0 0 0 0 0 0 0
1536,Video Title 1536,chemistry,42000,,2023-09-01 20:39:19,0 0 0 1 0 0 0 0 0 0
626,Video Title 626,biology,54000,,2023-08-31 17:25:06,0 1 0 0 0 0 0 0 0 0
2131,Video Title 2131,computer_science,51000,,2023-08-31 16:07:32,0 0 0 0 1 0 0 0 0 0
3279,Video Title 3279,mathematics,35000,,2023-08-30 23:17:23,0 0 0 0 0 0 1 0 0 0
1580,Video Title 1580,chemistry,46000,,2023-08-29 14:16:35,0 0 0 1 0 0 0 0 0 0
2412,Video Title 2412,computer_science,40000,,2023-08-29 06:59:22,0 0 0 0 1 0 0 0 0 0
1537,Video Title 1537,chemistry,40000,,2023-08-28 20:47:23,0 0 0 1 0 0 0 0 0 0
2029,Video Title 2029,computer_science,43000,,2023-08-28 12:59:12,0 0 0 0 1 0 0 0 0 0
379,Video Title 379,arts,46000,,2023-08-27 23:29:55,1 0 0 0 0 0 0 0 0 0
1958,Video Title 1958,chemistry,54000,,2023-08-26 22:06:47,0 0 0 1 0 0 0 0 0 0
2058,Video Title 2058,computer_science,54000,,2023-08-25 15:15:13,0 0 0 0 1 0 0 0 0 0
545,Video Title 545,biology,45000,,2023-08-25 14:37:14,0 1 0 0 0 0 0 0 0 0
358,Video Title 358,arts,35000,,2023-08-25 05:32:22,1 0 0 0 0 0 0 0 0 0
2688,Video Title 2688,literature,42000,,2023-08-24 16:21:14,0 0 0 0 0 1 0 0 0 0
848,Video Title 848,biology,51000,,2023-08-24 02:19:06,0 1 0 0 0 0 0 0 0 0
1288,Video Title 1288,business,51000,,2023-08-23 03:02:50,0 0 1 0 0 0 0 0 0 0
696,Video Title 696,biology,50000,,2023-08-22 16:41:37,0 1 0 0 0 0 0 0 0 0
2569,Video Title 2569,literature,57000,,2023-08-22 14:25:24,0 0 0 0 0 1 0 0 0 0
4469,Video Title 4469,physics,44000,,2023-08-22 02:44:16,0 0 0 0 0 0 0 0 1 0
2355,Video Title 2355,computer_science,34000,,2023-08-22 01:40:35,0 0 0 0 1 0 0 0 0 0
4193,Video Title 4193,physics,31000,,2023-08-21 19:43:53,0 0 0 0 0 0 0 0 1 0
2369,Video Title 2369,computer_science,42000,,2023-08-21 02:47:38,0 0 0 0 1 0 0 0 0 0
4724,Video Title 4724,psychology,47000,,2023-08-20 16:22:57,0 0 0 0 0 0 0 0 0 1
4223,Video Title 4223,physics,37000,,2023-08-20 02:25:25,0 0 0 0 0 0 0 0 1 0
1967,Video Title 1967,chemistry,58000,,2023-08-19 05:46:30,0 0 0 1 0 0 0 0 0 0
4891,Video Title 4891,psychology,48000,,2023-08-19 04:29:03,0 0 0 0 0 0 0 0 0 1
4689,Video Title 4689,psychology,35000,,2023-08-16 16:12:16,0 0 0 0 0 0 0 0 0 1
2273,Video Title 2273,computer_science,42000,,2023-08-16 10:20:59,0 0 0 0 1 0 0 0 0 0
477,Video Title 477,arts,37000,,2023-08-14 23:24:45,1 0 0 0 0 0 0 0 0 0
3503,Video Title 3503,music,45000,,2023-08-14 08:13:36,0 0 0 0 0 0 0 1 0 0
3031,Video Title 3031,mathematics,41000,,2023-08-14 00:41:43,0 0 0 0 0 0 1 0 0 0
2927,Video Title 2927,literature,51000,,2023-08-12 10:20:14,0 0 0 0 0 1 0 0 0 0
3174,Video Title 3174,mathematics,43000,,2023-08-12 08:47:09,0 0 0 0 0 0 1 0 0 0
4707,Video Title 4707,psychology,49000,,2023-08-12 02:24:14,0 0 0 0 0 0 0 0 0 1
4737,Video Title 4737,psychology,44000,,2023-08-12 01:37:30,0 0 0 0 0 0 0 0 0 1
3252,Video Title 3252,mathematics,54000,,2023-08-11 12:37:53,0 0 0 0 0 0 1 0 0 0
375,Video Title 375,arts,43000,,2023-08-10 20:59:27,1 0 0 0 0 0 0 0 0 0
3520,Video Title 3520,music,41000,,2023-08-10 02:55:19,0 0 0 0 0 0 0 1 0 0
1004,Video Title 1004,business,37000,,2023-08-09 21:33:23,0 0 1 0 0 0 0 0 0 0
2503,Video Title 2503,literature,39000,,2023-08-08 11:45:41,0 0 0 0 0 1 0 0 0 0
3032,Video Title 3032,mathematics,44000,,2023-08-07 08:37:12,0 0 0 0 0 0 1 0 0 0
1413,Video Title 1413,business,41000,,2023-08-05 10:29:12,0 0 1 0 0 0 0 0 0 0
2797,Video Title 2797,literature,55000,,2023-08-04 21:21:28,0 0 0 0 0 1 0 0 0 0
3817,Video Title 3817,music,57000,,2023-08-04 17:29:12,0 0 0 0 0 0 0 1 0 0
4759,Video Title 4759,psychology,44000,,2023-08-04 07:45:31,0 0 0 0 0 0 0 0 0 1
2455,Video Title 2455,computer_science,37000,,2023-08-03 23:21:39,0 0 0 0 1 0 0 0 0 0
3835,Video Title 3835,music,39000,,2023-08-01 15:16:11,0 0 0 0 0 0 0 1 0 0
4674,Video Title 4674,psychology,31000,,2023-07-31 23:45:48,0 0 0 0 0 0 0 0 0 1
4290,Video Title 4290,physics,32000,,2023-07-31 19:40:44,0 0 0 0 0 0 0 0 1 0
832,Video Title 832,biology,34000,,2023-07-30 16:28:43,0 1 0 0 0 0 0 0 0 0
3903,Video Title 3903,music,51000,,2023-07-30 07:50:09,0 0 0 0 0 0 0 1 0 0
1165,Video Title 1165,business,36000,,2023-07-29 06:45:21,0 0 1 0 0 0 0 0 0 0
2440,Video Title 2440,computer_science,37000,,2023-07-28 00:07:26,0 0 0 0 1 0 0 0 0 0
1069,Video Title 1069,business,50000,,2023-07-26 18:33:17,0 0 1 0 0 0 0 0 0 0
1052,Video Title 1052,business,50000,,2023-07-25 16:24:09,0 0 1 0 0 0 0 0 0 0
2354,Video Title 2354,computer_science,48000,,2023-07-25 02:16:19,0 0 0 0 1 0 0 0 0 0
3940,Video Title 3940,music,39000,,2023-07-24 11:55:47,0 0 0 0 0 0 0 1 0 0
2760,Video Title 2760,literature,51000,,2023-07-23 14:18:01,0 0 0 0 0 1 0 0 0 0
2741,Video Title 2741,literature,43000,,2023-07-22 09:02:31,0 0 0 0 0 1 0 0 0 0
1179,Video Title 1179,business,39000,,2023-07-21 21:28:54,0 0 1 0 0 0 0 0 0 0
4198,Video Title 4198,physics,58000,,2023-07-21 01:45:02,0 0 0 0 0 0 0 0 1 0
1731,Video Title 1731,chemistry,55000,,2023-07-19 13:13:27,0 0 0 1 0 0 0 0 0 0
559,Video Title 559,biology,42000,,2023-07-17 14:37:41,0 1 0 0 0 0 0 0 0 0
1802,Video Title 1802,chemistry,31000,,2023-07-17 09:21:21,0 0 0 1 0 0 0 0 0 0
719,Video Title 719,biology,41000,,2023-07-15 14:42:16,0 1 0 0 0 0 0 0 0 0
81,Video Title 81,arts,47000,,2023-07-15 06:34:40,1 0 0 0 0 0 0 0 0 0
991,Video Title 991,biology,35000,,2023-07-12 16:21:04,0 1 0 0 0 0 0 0 0 0
2139,Video Title 2139,computer_science,52000,,2023-07-10 11:39:04,0 0 0 0 1 0 0 0 0 0
4705,Video Title 4705,psychology,39000,,2023-07-10 09:37:48,0 0 0 0 0 0 0 0 0 1
1602,Video Title 1602,chemistry,41000,,2023-07-09 05:21:17,0 0 0 1 0 0 0 0 0 0
1986,Video Title 1986,chemistry,38000,,2023-07-08 13:36:09,0 0 0 1 0 0 0 0 0 0
4995,Video Title 4995,psychology,54000,,2023-07-07 22:25:24,0 0 0 0 0 0 0 0 0 1
1819,Video Title 1819,chemistry,30000,,2023-07-06 02:44:49,0 0 0 1 0 0 0 0 0 0
479,Video Title 479,arts,48000,,2023-07-05 08:52:40,1 0 0 0 0 0 0 0 0 0
3351,Video Title 3351,mathematics,56000,,2023-07-05 03:39:47,0 0 0 0 0 0 1 0 0 0
3589,Video Title 3589,music,36000,,2023-07-04 06:49:58,0 0 0 0 0 0 0 1 0 0
3710,Video Title 3710,music,49000,,2023-07-03 14:06:37,0 0 0 0 0 0 0 1 0 0
4345,Video Title 4345,physics,54000,,2023-07-02 16:26:28,0 0 0 0 0 0 0 0 1 0
3243,Video Title 3243,mathematics,49000,,2023-07-01 14:26:26,0 0 0 0 0 0 1 0 0 0
348,Video Title 348,arts,30000,,2023-07-01 01:59:16,1 0 0 0 0 0 0 0 0 0
437,Video Title 437,arts,48000,,2023-06-29 07:24:22,1 0 0 0 0 0 0 0 0 0
248,Video Title 248,arts,32000,,2023-06-28 09:24:17,1 0 0 0 0 0 0 0 0 0
999,Video Title 999,biology,44000,,2023-06-28 04:56:28,0 1 0 0 0 0 0 0 0 0
1492,Video Title 1492,business,30000,,2023-06-28 04:56:07,0 0 1 0 0 0 0 0 0 0
4017,Video Title 4017,physics,38000,,2023-06-28 02:08:40,0 0 0 0 0 0 0 0 1 0
2573,Video Title 2573,literature,48000,,2023-06-27 19:09:23,0 0 0 0 0 1 0 0 0 0
1945,Video Title 1945,chemistry,53000,,2023-06-27 17:33:12,0 0 0 1 0 0 0 0 0 0
1745,Video Title 1745,chemistry,31000,,2023-06-27 16:22:03,0 0 0 1 0 0 0 0 0 0
987,Video Title 987,biology,55000,,2023-06-24 20:25:24,0 1 0 0 0 0 0 0 0 0
3879,Video Title 3879,music,34000,,2023-06-24 10:19:16,0 0 0 0 0 0 0 1 0 0
3848,Video Title 3848,music,56000,,2023-06-23 04:30:25,0 0 0 0 0 0 0 1 0 0
3410,Video Title 3410,mathematics,37000,,2023-06-23 04:28:06,0 0 0 0 0 0 1 0 0 0
4291,Video Title 4291,physics,35000,,2023-06-22 10:31:52,0 0 0 0 0 0 0 0 1 0
2726,Video Title 2726,literature,40000,,2023-06-21 14:33:17,0 0 0 0 0 1 0 0 0 0
2878,Video Title 2878,literature,45000,,2023-06-21 09:28:40,0 0 0 0 0 1 0 0 0 0
93,Video Title 93,arts,45000,,2023-06-20 23:56:39,1 0 0 0 0 0 0 0 0 0
315,Video Title 315,arts,48000,,2023-06-18 03:02:02,1 0 0 0 0 0 0 0 0 0
4991,Video Title 4991,psychology,42000,,2023-06-17 05:23:40,0 0 0 0 0 0 0 0 0 1
692,Video Title 692,biology,37000,,2023-06-15 18:24:37,0 1 0 0 0 0 0 0 0 0
3805,Video Title 3805,music,46000,,2023-06-15 10:13:38,0 0 0 0 0 0 0 1 0 0
