id,username,bot_vector,user_vector
21,bot21,0.1 0.1 0.1 0.1 0.1 0.9 0.1 0.1 0.1 0.5,0.9976160 0.0163561 0.0202710 0.0178886 0.0158377 0.0397287 0.0171778 0.0187423 0.0166522 0.0317964
22,bot22,0.1 0.1 0.5 0.1 0.1 0.7 0.1 0.1 0.1 0.1,0.9975471 0.0162931 0.0422514 0.0181922 0.0145930 0.0338386 0.0181296 0.0184687 0.0157376 0.0155790
23,bot23,0.1 0.1 0.1 0.1 0.9 0.1 0.9 0.1 0.7 0.1,0.9964280 0.0162271 0.0179985 0.0160414 0.0425595 0.0134132 0.0470337 0.0191695 0.0388262 0.0144324
24,bot24,0.1 0.1 0.5 0.1 0.1 0.9 0.1 0.1 0.1 0.1,0.9968676 0.0179883 0.0445321 0.0191561 0.0169354 0.0426518 0.0214647 0.0200052 0.0186171 0.0163624
25,bot25,0.3 0.1 0.1 0.1 0.1 0.3 0.1 0.5 0.1 0.5,0.9999686 0.0019084 0.0020950 0.0018983 0.0016220 0.0030868 0.0019251 0.0045401 0.0018662 0.0033509
26,bot26,0.1 0.1 0.1 0.1 0.9 0.1 0.3 0.1 0.9 0.1,0.9970521 0.0136907 0.0176140 0.0159228 0.0403919 0.0131566 0.0288947 0.0186556 0.0444206 0.0132320
27,bot27,0.1 0.1 0.1 0.1 0.1 0.1 0.9 0.1 0.7 0.1,0.0009148 0.0001722 0.0002068 0.0001858 0.0001760 0.0001164 0.9999994 0.0002127 0.0004216 0.0001446
28,bot29,0.1 0.1 0.3 0.1 0.1 0.1 0.1 0.1 0.1 0.3,-0.5474901 0.2260477 0.4353374 0.2410215 0.2231445 0.1790617 0.2248156 0.2741300 0.2152954 0.3842513
29,bot30,0.1 0.1 0.1 0.1 0.7 0.1 0.7 0.1 0.3 0.1,0.9964201 0.0174730 0.0207181 0.0199206 0.0395236 0.0152363 0.0463090 0.0212729 0.0370702 0.0158165
30,bot31,0.1 0.1 0.5 0.1 0.1 0.9 0.1 0.1 0.1 0.1,0.9975288 0.0153451 0.0398655 0.0165737 0.0158760 0.0381670 0.0168624 0.0183565 0.0170438 0.0147103
31,bot32,0.1 0.7 0.1 0.5 0.1 0.1 0.1 0.1 0.1 0.1,0.9973308 0.0421149 0.0198816 0.0378874 0.0166159 0.0150738 0.0168244 0.0201304 0.0179933 0.0145454
32,bot33,0.1 0.3 0.1 0.7 0.1 0.1 0.1 0.1 0.1 0.5,0.9971512 0.0274361 0.0196557 0.0439751 0.0158608 0.0142882 0.0181071 0.0200068 0.0172052 0.0337146
33,bot34,0.1 0.1 0.5 0.1 0.1 0.3 0.1 0.1 0.1 0.1,0.9976077 0.0170627 0.0430147 0.0188356 0.0161479 0.0242735 0.0186925 0.0209581 0.0194802 0.0162678
34,bot35,0.1 0.9 0.1 0.3 0.1 0.1 0.3 0.1 0.7 0.1,0.9960483 0.0468830 0.0199649 0.0329704 0.0162790 0.0143313 0.0345192 0.0191197 0.0441194 0.0151693
35,bot36,0.1 0.1 0.1 0.1 0.1 0.7 0.1 0.1 0.1 0.5,0.9977733 0.0166400 0.0199349 0.0187515 0.0145788 0.0366225 0.0183923 0.0218045 0.0171034 0.0276128
36,bot37,0.3 0.1 0.1 0.1 0.1 0.3 0.1 0.9 0.1 0.3,0.0370853 0.0000745 0.0000907 0.0000791 0.0000744 0.0001197 0.0000831 0.9993121 0.0000808 0.0001058
37,bot39,0.1 0.5 0.1 0.5 0.1 0.1 0.1 0.1 0.1 0.9,0.9971021 0.0336003 0.0191126 0.0352720 0.0157303 0.0138729 0.0178210 0.0192689 0.0166316 0.0405417
38,bot41,0.1 0.1 0.9 0.1 0.1 0.5 0.1 0.1 0.1 0.1,0.0009841 0.0001630 0.9999993 0.0002050 0.0001754 0.0003428 0.0001993 0.0002231 0.0001862 0.0001574
39,bot42,0.1 0.1 0.1 0.1 0.1 0.5 0.1 0.1 0.1 0.7,0.9975057 0.0176026 0.0203246 0.0186755 0.0176704 0.0324877 0.0185709 0.0191996 0.0182507 0.0386839
40,bot43,0.1 0.1 0.1 0.1 0.1 0.1 0.7 0.1 0.9 0.1,0.0008476 0.0001579 0.0001981 0.0001750 0.0001604 0.0001525 0.0003981 0.0002029 0.9999995 0.0001403
41,bot44,0.1 0.1 0.1 0.1 0.1 0.9 0.1 0.1 0.1 0.3,0.9976983 0.0164281 0.0198542 0.0179556 0.0170736 0.0398959 0.0186182 0.0199112 0.0175844 0.0260041
42,bot45,0.1 0.1 0.3 0.1 0.1 0.7 0.1 0.1 0.1 0.1,0.9977260 0.0153327 0.0367014 0.0183387 0.0160593 0.0346782 0.0175279 0.0199539 0.0160902 0.0141307
43,bot46,0.5 0.1 0.1 0.1 0.1 0.5 0.1 0.3 0.1 0.3,0.9999958 0.0007209 0.0008435 0.0007723 0.0006749 0.0012655 0.0007170 0.0014724 0.0007125 0.0011370
44,bot47,0.1 0.1 0.1 0.1 0.3 0.1 0.5 0.1 0.3 0.1,0.9973988 0.0167630 0.0198674 0.0170562 0.0322051 0.0143956 0.0367430 0.0203480 0.0314757 0.0151622
45,bot48,0.1 0.1 0.1 0.1 0.1 0.7 0.1 0.1 0.1 0.3,-0.5302230 0.2037587 0.2406141 0.2226315 0.2025456 0.4770385 0.2375892 0.2707815 0.2197000 0.3510787
46,bot49,0.1 0.7 0.1 0.9 0.1 0.1 0.1 0.1 0.1 0.5,0.0006791 0.0004338 0.0002120 0.9999995 0.0001817 0.0001871 0.0002058 0.0002191 0.0001756 0.0003648
47,bot50,0.1 0.9 0.1 0.5 0.1 0.1 0.1 0.1 0.1 0.9,0.9968820 0.0423410 0.0180444 0.0353811 0.0143561 0.0136098 0.0163278 0.0199860 0.0166360 0.0390119
48,bot51,0.1 0.1 0.1 0.1 0.5 0.1 0.3 0.1 0.3 0.1,-0.4762655 0.2001452 0.2329102 0.2334927 0.4441990 0.1661062 0.3841618 0.2500163 0.3925224 0.1878317
49,bot52,0.1 0.1 0.1 0.1 0.7 0.1 0.9 0.1 0.9 0.1,0.9961497 0.0161127 0.0178479 0.0174249 0.0367780 0.0134755 0.0482968 0.0196282 0.0481944 0.0151392
50,bot53,0.1 0.3 0.1 0.3 0.1 0.1 0.1 0.1 0.1 0.3,0.9977300 0.0300406 0.0199425 0.0299575 0.0186351 0.0157581 0.0179385 0.0184880 0.0180704 0.0274145
51,bot54,0.1 0.1 0.1 0.1 0.1 0.1 0.7 0.1 0.3 0.1,0.9979116 0.0154272 0.0192578 0.0161198 0.0162701 0.0130162 0.0371880 0.0180497 0.0310988 0.0139214
52,bot55,0.1 0.1 0.5 0.1 0.1 0.9 0.1 0.1 0.1 0.1,0.9969600 0.0157654 0.0442746 0.0193222 0.0179809 0.0423697 0.0184182 0.0219556 0.0178964 0.0151206
53,bot56,0.1 0.1 0.5 0.1 0.1 0.7 0.1 0.1 0.1 0.1,0.9970235 0.0169412 0.0475635 0.0193390 0.0167432 0.0373596 0.0191890 0.0209387 0.0177613 0.0149250
54,bot57,0.1 0.3 0.1 0.9 0.1 0.1 0.1 0.1 0.1 0.3,0.0009892 0.0003277 0.0002052 0.9999993 0.0001529 0.0001387 0.0001793 0.0002109 0.0001848 0.0002509
55,bot58,0.3 0.1 0.1 0.1 0.1 0.3 0.1 0.5 0.1 0.5,0.9999567 0.0020622 0.0025697 0.0022875 0.0020179 0.0030244 0.0022854 0.0055513 0.0022512 0.0040341
56,bot59,0.1 0.1 0.1 0.1 0.1 0.1 0.9 0.1 0.5 0.1,0.0009105 0.0001725 0.0002035 0.0001942 0.0001649 0.0001576 0.9999994 0.0002026 0.0004155 0.0001497
57,bot60,0.1 0.1 0.3 0.1 0.1 0.1 0.1 0.1 0.1 0.5,0.9977125 0.0180487 0.0348849 0.0181110 0.0166885 0.0150851 0.0174571 0.0202210 0.0175672 0.0342160
58,bot61,0.1 0.1 0.1 0.1 0.1 0.1 0.9 0.1 0.7 0.1,0.0008864 0.0001732 0.0002016 0.0001684 0.0001677 0.0001445 0.9999994 0.0001949 0.0004380 0.0001571
59,bot62,0.1 0.1 0.1 0.1 0.1 0.9 0.1 0.1 0.1 0.7,0.9970405 0.0174959 0.0204590 0.0193357 0.0180264 0.0427155 0.0192323 0.0188213 0.0193276 0.0395524
60,bot63,0.1 0.1 0.1 0.1 0.1 0.1 0.9 0.1 0.5 0.1,0.0009152 0.0001642 0.0001999 0.0001958 0.0001591 0.0001514 0.9999994 0.0002097 0.0004092 0.0001357
61,bot64,0.1 0.1 0.5 0.1 0.1 0.3 0.1 0.1 0.1 0.1,0.9976877 0.0181002 0.0412292 0.0176483 0.0160504 0.0251725 0.0185894 0.0209337 0.0191353 0.0154661
62,bot65,0.1 0.1 0.1 0.1 0.3 0.1 0.1 0.1 0.7 0.1,0.9975246 0.0172721 0.0195375 0.0181836 0.0281565 0.0138386 0.0174471 0.0197131 0.0446750 0.0161485
63,bot66,0.9 0.1 0.1 0.1 0.1 0.5 0.1 0.3 0.1 0.3,0.9999998 0.0001224 0.0001585 0.0001378 0.0001276 0.0002504 0.0001322 0.0002997 0.0001329 0.0001935
64,bot67,0.1 0.1 0.3 0.1 0.1 0.1 0.1 0.1 0.1 0.3,0.9978681 0.0181619 0.0342183 0.0183928 0.0171482 0.0156124 0.0182715 0.0215165 0.0177574 0.0277533
65,bot68,0.1 0.1 0.1 0.1 0.5 0.1 0.9 0.1 0.3 0.1,0.0009169 0.0001655 0.0002063 0.0001786 0.0003802 0.0001465 0.9999994 0.0002096 0.0003312 0.0001502
66,bot70,0.1 0.1 0.1 0.1 0.3 0.1 0.1 0.1 0.3 0.1,0.9979783 0.0165716 0.0207838 0.0181757 0.0291186 0.0142677 0.0178661 0.0210528 0.0308895 0.0153060
67,bot71,0.1 0.1 0.1 0.1 0.1 0.1 0.7 0.1 0.7 0.1,0.9974595 0.0153040 0.0177562 0.0170616 0.0148336 0.0125037 0.0411810 0.0186968 0.0403652 0.0135189
68,bot72,0.1 0.1 0.7 0.1 0.1 0.5 0.1 0.1 0.1 0.1,-0.0013311 0.0006260 0.9999970 0.0006520 0.0005909 0.0011397 0.0006725 0.0007680 0.0005875 0.0005572
69,bot73,0.1 0.1 0.5 0.1 0.1 0.7 0.1 0.1 0.1 0.1,0.9974838 0.0165065 0.0430873 0.0172237 0.0147632 0.0335805 0.0183322 0.0195090 0.0177269 0.0149628
70,bot74,0.1 0.3 0.1 0.3 0.1 0.1 0.1 0.1 0.1 0.9,0.9971145 0.0317481 0.0199889 0.0314740 0.0156486 0.0161811 0.0183699 0.0198183 0.0180434 0.0424512
71,bot75,0.1 0.3 0.1 0.3 0.1 0.1 0.5 0.1 0.7 0.1,0.9970880 0.0307947 0.0182262 0.0321938 0.0159051 0.0141892 0.0314546 0.0184274 0.0389470 0.0140862
72,bot76,0.1 0.1 0.7 0.1 0.1 0.3 0.1 0.1 0.1 0.1,0.0039980 0.0004596 0.9999910 0.0004851 0.0004185 0.0007093 0.0004959 0.0005344 0.0005139 0.0004084
73,bot77,0.1 0.1 0.1 0.1 0.1 0.7 0.1 0.1 0.1 0.7,0.9975171 0.0162029 0.0202976 0.0177976 0.0148992 0.0362014 0.0179633 0.0192557 0.0188517 0.0372419
74,bot78,0.1 0.1 0.7 0.1 0.1 0.3 0.1 0.1 0.1 0.1,0.0036697 0.0004098 0.9999924 0.0004615 0.0004163 0.0006161 0.0004464 0.0004910 0.0004542 0.0003805
75,bot79,0.1 0.1 0.1 0.1 0.7 0.1 0.3 0.1 0.5 0.1,0.9972647 0.0164317 0.0198210 0.0181850 0.0386967 0.0134552 0.0324122 0.0202655 0.0338916 0.0134598
76,bot80,0.1 0.1 0.3 0.1 0.1 0.5 0.1 0.1 0.1 0.1,0.9976316 0.0181921 0.0374797 0.0174915 0.0165494 0.0332558 0.0180906 0.0199058 0.0181612 0.0160098
77,bot81,0.1 0.1 0.5 0.1 0.1 0.7 0.1 0.1 0.1 0.1,0.9973918 0.0173610 0.0421241 0.0173813 0.0166607 0.0363284 0.0177337 0.0195921 0.0177299 0.0148885
78,bot82,0.1 0.1 0.7 0.1 0.1 0.9 0.1 0.1 0.1 0.1,0.9973994 0.0145885 0.0438132 0.0170676 0.0158044 0.0379782 0.0162824 0.0178012 0.0169547 0.0144582
79,bot83,0.1 0.1 0.3 0.1 0.1 0.3 0.1 0.1 0.1 0.1,0.9982210 0.0165530 0.0324534 0.0174536 0.0153856 0.0229578 0.0170854 0.0198619 0.0165106 0.0141461
80,bot84,0.1 0.1 0.1 0.1 0.7 0.1 0.3 0.1 0.3 0.1,0.9970423 0.0169743 0.0211634 0.0201920 0.0427245 0.0149332 0.0304728 0.0214434 0.0325647 0.0162983
81,bot85,0.1 0.1 0.1 0.1 0.1 0.1 0.5 0.1 0.7 0.1,0.9971806 0.0170586 0.0203268 0.0183872 0.0166462 0.0147803 0.0416746 0.0208261 0.0412499 0.0148652
82,bot86,0.1 0.1 0.9 0.1 0.1 0.9 0.1 0.1 0.1 0.1,0.0009199 0.0001811 0.9999994 0.0002005 0.0001806 0.0004359 0.0002083 0.0001971 0.0001964 0.0001668
83,bot87,0.1 0.1 0.1 0.1 0.3 0.1 0.1 0.1 0.3 0.1,0.9974478 0.0172092 0.0209048 0.0189598 0.0371507 0.0156620 0.0206853 0.0212719 0.0357531 0.0148729
84,bot89,0.1 0.1 0.1 0.1 0.5 0.1 0.3 0.1 0.7 0.1,0.9974497 0.0159980 0.0192597 0.0165826 0.0325500 0.0126631 0.0314465 0.0184943 0.0378474 0.0144574
85,bot90,0.1 0.1 0.1 0.1 0.5 0.1 0.1 0.1 0.9 0.1,0.0008582 0.0001835 0.0001984 0.0001871 0.0003934 0.0001610 0.0001650 0.0002004 0.9999994 0.0001624
86,bot91,0.1 0.1 0.7 0.1 0.1 0.7 0.1 0.1 0.1 0.1,0.9970221 0.0170004 0.0460412 0.0193008 0.0167820 0.0393063 0.0183787 0.0212677 0.0178029 0.0152274
87,bot92,0.1 0.1 0.1 0.1 0.1 0.3 0.1 0.1 0.1 0.7,0.9978163 0.0170587 0.0211125 0.0191367 0.0170573 0.0272114 0.0180006 0.0203432 0.0190842 0.0335585
88,bot93,0.1 0.1 0.5 0.1 0.1 0.3 0.1 0.1 0.1 0.1,0.9976530 0.0169922 0.0412967 0.0188667 0.0166679 0.0269194 0.0182060 0.0199599 0.0189944 0.0156607
89,bot94,0.1 0.1 0.1 0.1 0.1 0.1 0.9 0.1 0.5 0.1,0.0010269 0.0001647 0.0002011 0.0001855 0.0001594 0.0001472 0.9999993 0.0001927 0.0003708 0.0001554
90,bot95,0.1 0.1 0.1 0.1 0.1 0.5 0.1 0.1 0.1 0.5,0.9977530 0.0172826 0.0209848 0.0186405 0.0157276 0.0340733 0.0179913 0.0203423 0.0173755 0.0308976
91,bot97,0.1 0.1 0.1 0.1 0.9 0.1 0.3 0.1 0.5 0.1,0.9967774 0.0144598 0.0183095 0.0180042 0.0454718 0.0145942 0.0322070 0.0206887 0.0402043 0.0142846
92,bot98,0.1 0.1 0.1 0.1 0.7 0.1 0.9 0.1 0.5 0.1,0.9968140 0.0160953 0.0175334 0.0161982 0.0379175 0.0127448 0.0465641 0.0186566 0.0355451 0.0123762
93,bot99,0.1 0.1 0.3 0.1 0.1 0.9 0.1 0.1 0.1 0.1,0.9974986 0.0166729 0.0360071 0.0180233 0.0155503 0.0401410 0.0183455 0.0204939 0.0169975 0.0140937
94,bot100,0.1 0.1 0.1 0.1 0.1 0.9 0.1 0.1 0.1 0.5,0.9972898 0.0175374 0.0206789 0.0180832 0.0178343 0.0418760 0.0185557 0.0221668 0.0186835 0.0330828
