id,username,bot_vector,user_vector
17,bot17,0.1 0.1 0.1 0.1 0.1 0.1 0.5 0.1 0.7 0.1,0.0055902 0.0004158 0.0005085 0.0004511 0.0003982 0.0003907 0.0008288 0.0005158 0.9999834 0.0003804
18,bot18,0.1 0.1 0.3 0.1 0.1 0.1 0.1 0.1 0.1 0.5,0.5273015 0.0012550 0.8496677 0.0013330 0.0011802 0.0010781 0.0013064 0.0015340 0.0013474 0.0024844
19,bot19,0.1 0.1 0.1 0.1 0.7 0.1 0.9 0.1 0.7 0.1,0.0016759 0.0001621 0.0001786 0.0001737 0.0003683 0.0001281 0.9999984 0.0001962 0.0003651 0.0001339
20,bot20,0.7 0.1 0.1 0.1 0.1 0.5 0.1 0.9 0.1 0.9,0.6055910 0.0000130 0.0000152 0.0000134 0.0000129 0.0000216 0.0000131 0.7957760 0.0000135 0.0000311
21,bot21,0.1 0.1 0.1 0.1 0.1 0.9 0.1 0.1 0.1 0.5,-0.0000539 0.0000250 0.0000309 0.0000273 0.0000251 0.7788997 0.0000261 0.0000280 0.0000267 0.6271485
22,bot22,0.1 0.1 0.5 0.1 0.1 0.7 0.1 0.1 0.1 0.1,0.0350831 0.0007922 0.9993807 0.0008210 0.0007435 0.0016746 0.0008335 0.0009942 0.0008056 0.0007001
23,bot23,0.1 0.1 0.1 0.1 0.9 0.1 0.9 0.1 0.7 0.1,0.0000369 0.0000080 0.0000094 0.0000094 0.7279867 0.0000062 0.6855912 0.0000094 0.0000197 0.0000062
24,bot24,0.1 0.1 0.5 0.1 0.1 0.9 0.1 0.1 0.1 0.1,0.0001437 0.0000210 0.5741549 0.0000224 0.0000215 0.8187467 0.0000223 0.0000224 0.0000232 0.0000184
25,bot25,0.3 0.1 0.1 0.1 0.1 0.3 0.1 0.5 0.1 0.5,0.6044231 0.0001497 0.0001832 0.0001693 0.0001494 0.0002270 0.0001653 0.7966634 0.0001626 0.0002615
26,bot26,0.1 0.1 0.1 0.1 0.9 0.1 0.3 0.1 0.9 0.1,0.0000304 0.0000077 0.0000089 0.0000096 0.7239454 0.0000062 0.0000134 0.0000083 0.6898573 0.0000063
27,bot27,0.1 0.1 0.1 0.1 0.1 0.1 0.9 0.1 0.7 0.1,-0.0000368 0.0000173 0.0000196 0.0000191 0.0000156 0.0000125 0.7442189 0.0000204 0.6679358 0.0000149
28,bot29,0.1 0.1 0.3 0.1 0.1 0.1 0.1 0.1 0.1 0.3,0.5600254 0.0014574 0.8284616 0.0016533 0.0014879 0.0012782 0.0015116 0.0017080 0.0016155 0.0025130
29,bot30,0.1 0.1 0.1 0.1 0.7 0.1 0.7 0.1 0.3 0.1,0.0105425 0.0004072 0.0004712 0.0004065 0.0008908 0.0003767 0.9999433 0.0004657 0.0007087 0.0003599
30,bot31,0.1 0.1 0.5 0.1 0.1 0.9 0.1 0.1 0.1 0.1,-0.0000636 0.0000280 0.5801317 0.0000305 0.0000269 0.8145227 0.0000296 0.0000318 0.0000305 0.0000261
31,bot32,0.1 0.7 0.1 0.5 0.1 0.1 0.1 0.1 0.1 0.1,-0.0001347 0.7293540 0.0000746 0.6841365 0.0000587 0.0000529 0.0000651 0.0000785 0.0000634 0.0000574
32,bot33,0.1 0.3 0.1 0.7 0.1 0.1 0.1 0.1 0.1 0.5,0.0040242 0.0006944 0.0004442 0.9999908 0.0003744 0.0003395 0.0004409 0.0004786 0.0004544 0.0007844
33,bot34,0.1 0.1 0.5 0.1 0.1 0.3 0.1 0.1 0.1 0.1,0.0321677 0.0006475 0.9994802 0.0006983 0.0006260 0.0011216 0.0007160 0.0007808 0.0007142 0.0005817
34,bot35,0.1 0.9 0.1 0.3 0.1 0.1 0.3 0.1 0.7 0.1,0.0000613 0.7421304 0.0000166 0.0000233 0.0000128 0.0000126 0.0000215 0.0000166 0.6702555 0.0000133
35,bot36,0.1 0.1 0.1 0.1 0.1 0.7 0.1 0.1 0.1 0.5,0.9975318 0.0168600 0.0218145 0.0202622 0.0176804 0.0367917 0.0179079 0.0193002 0.0171319 0.0332680
36,bot37,0.3 0.1 0.1 0.1 0.1 0.3 0.1 0.9 0.1 0.3,0.4745650 0.0000402 0.0000502 0.0000462 0.0000398 0.0000680 0.0000467 0.8802205 0.0000490 0.0000719
37,bot39,0.1 0.5 0.1 0.5 0.1 0.1 0.1 0.1 0.1 0.9,0.0011608 0.0003331 0.0001704 0.0003414 0.0001536 0.0001408 0.0001569 0.0001935 0.0001741 0.9999991
38,bot41,0.1 0.1 0.9 0.1 0.1 0.5 0.1 0.1 0.1 0.1,0.0024774 0.0001606 0.9999968 0.0001671 0.0001549 0.0002906 0.0001780 0.0002024 0.0001582 0.0001491
39,bot42,0.1 0.1 0.1 0.1 0.1 0.5 0.1 0.1 0.1 0.7,0.0345631 0.0004033 0.0004824 0.0004310 0.0003865 0.0008125 0.0004543 0.0004851 0.0004028 0.9994015
40,bot43,0.1 0.1 0.1 0.1 0.1 0.1 0.7 0.1 0.9 0.1,0.0000747 0.0000148 0.0000183 0.0000158 0.0000143 0.0000138 0.6676645 0.0000183 0.7444623 0.0000142
41,bot44,0.1 0.1 0.1 0.1 0.1 0.9 0.1 0.1 0.1 0.3,0.0021378 0.0001401 0.0001678 0.0001503 0.0001241 0.9999976 0.0001436 0.0001579 0.0001520 0.0002206
42,bot45,0.1 0.1 0.3 0.1 0.1 0.7 0.1 0.1 0.1 0.1,0.0063957 0.0003757 0.0006732 0.0004309 0.0003621 0.9999788 0.0003818 0.0004340 0.0004224 0.0003260
43,bot46,0.5 0.1 0.1 0.1 0.1 0.5 0.1 0.3 0.1 0.3,0.9999963 0.0006266 0.0007288 0.0007005 0.0005935 0.0012587 0.0006491 0.0012917 0.0006464 0.0012314
44,bot47,0.1 0.1 0.1 0.1 0.3 0.1 0.5 0.1 0.3 0.1,0.0381006 0.0007337 0.0009129 0.0008850 0.0014842 0.0007017 0.9992698 0.0010007 0.0013572 0.0006977
45,bot48,0.1 0.1 0.1 0.1 0.1 0.7 0.1 0.1 0.1 0.3,0.9977708 0.0177093 0.0200080 0.0189523 0.0169311 0.0338395 0.0194437 0.0203612 0.0186835 0.0284050
46,bot49,0.1 0.7 0.1 0.9 0.1 0.1 0.1 0.1 0.1 0.5,0.0012388 0.0003841 0.0001908 0.9999990 0.0001683 0.0001406 0.0001829 0.0001816 0.0001787 0.0003389
47,bot50,0.1 0.9 0.1 0.5 0.1 0.1 0.1 0.1 0.1 0.9,0.0000338 0.6709620 0.0000089 0.0000178 0.0000075 0.0000067 0.0000078 0.0000089 0.0000081 0.7414918
48,bot51,0.1 0.1 0.1 0.1 0.5 0.1 0.3 0.1 0.3 0.1,0.9973664 0.0160591 0.0207674 0.0182872 0.0351800 0.0152103 0.0359204 0.0193979 0.0301427 0.0138734
49,bot52,0.1 0.1 0.1 0.1 0.7 0.1 0.9 0.1 0.9 0.1,-0.0000047 0.0000047 0.0000047 0.0000047 0.5864321 0.0000047 0.5604359 0.0000047 0.5848153 0.0000047
50,bot53,0.1 0.3 0.1 0.3 0.1 0.1 0.1 0.1 0.1 0.3,0.9977459 0.0276922 0.0196392 0.0314599 0.0167973 0.0149684 0.0178526 0.0209791 0.0175389 0.0280743
51,bot54,0.1 0.1 0.1 0.1 0.1 0.1 0.7 0.1 0.3 0.1,0.0086331 0.0003187 0.0004129 0.0003571 0.0003369 0.0002864 0.9999621 0.0003985 0.0006733 0.0002931
52,bot55,0.1 0.1 0.5 0.1 0.1 0.9 0.1 0.1 0.1 0.1,0.0001643 0.0000229 0.5583986 0.0000246 0.0000216 0.8295728 0.0000255 0.0000278 0.0000246 0.0000211
53,bot56,0.1 0.1 0.5 0.1 0.1 0.7 0.1 0.1 0.1 0.1,0.0353506 0.0008351 0.9993708 0.0009288 0.0008359 0.0017153 0.0008869 0.0009956 0.0008440 0.0007641
54,bot57,0.1 0.3 0.1 0.9 0.1 0.1 0.1 0.1 0.1 0.3,-0.0004323 0.0003426 0.0002530 0.9999996 0.0001999 0.0001759 0.0002239 0.0002313 0.0002189 0.0003409
55,bot58,0.3 0.1 0.1 0.1 0.1 0.3 0.1 0.5 0.1 0.5,0.6192965 0.0001419 0.0001723 0.0001570 0.0001313 0.0002128 0.0001566 0.7851571 0.0001480 0.0002325
56,bot59,0.1 0.1 0.1 0.1 0.1 0.1 0.9 0.1 0.5 0.1,0.0016055 0.0001673 0.0001894 0.0001732 0.0001549 0.0001310 0.9999985 0.0001851 0.0004038 0.0001451
57,bot60,0.1 0.1 0.3 0.1 0.1 0.1 0.1 0.1 0.1 0.5,0.0542628 0.0006429 0.0013102 0.0006704 0.0005730 0.0004875 0.0006661 0.0007147 0.0006533 0.9985244
58,bot61,0.1 0.1 0.1 0.1 0.1 0.1 0.9 0.1 0.7 0.1,0.0000755 0.0000131 0.0000176 0.0000156 0.0000148 0.0000125 0.7378648 0.0000176 0.6749485 0.0000129
59,bot62,0.1 0.1 0.1 0.1 0.1 0.9 0.1 0.1 0.1 0.7,0.0000776 0.0000141 0.0000179 0.0000162 0.0000134 0.7474691 0.0000161 0.0000184 0.0000151 0.6642966
60,bot63,0.1 0.1 0.1 0.1 0.1 0.1 0.9 0.1 0.5 0.1,0.0016507 0.0001600 0.0001908 0.0001778 0.0001532 0.0001382 0.9999985 0.0001878 0.0003919 0.0001462
61,bot64,0.1 0.1 0.5 0.1 0.1 0.3 0.1 0.1 0.1 0.1,0.4697801 0.0006225 0.8827815 0.0006451 0.0005935 0.0008135 0.0006649 0.0007564 0.0006112 0.0004956
62,bot65,0.1 0.1 0.1 0.1 0.3 0.1 0.1 0.1 0.7 0.1,0.0062576 0.0004826 0.0005161 0.0005018 0.0008671 0.0004120 0.0005062 0.0005644 0.9999792 0.0003961
63,bot66,0.9 0.1 0.1 0.1 0.1 0.5 0.1 0.3 0.1 0.3,0.9999846 0.0000860 0.0000860 0.0000875 0.0000864 0.0001555 0.0000848 0.0055359 0.0000918 0.0001221
64,bot67,0.1 0.1 0.3 0.1 0.1 0.1 0.1 0.1 0.1 0.3,0.5063464 0.0010660 0.8623241 0.0010736 0.0010106 0.0009119 0.0011102 0.0012683 0.0010643 0.0015260
65,bot68,0.1 0.1 0.1 0.1 0.5 0.1 0.9 0.1 0.3 0.1,0.0015544 0.0001601 0.0001789 0.0001728 0.0003602 0.0001322 0.9999986 0.0001968 0.0003124 0.0001382
66,bot70,0.1 0.1 0.1 0.1 0.3 0.1 0.1 0.1 0.3 0.1,0.9979354 0.0163991 0.0205352 0.0186584 0.0327922 0.0146262 0.0181287 0.0211687 0.0278799 0.0155867
67,bot71,0.1 0.1 0.1 0.1 0.1 0.1 0.7 0.1 0.7 0.1,0.0001778 0.0000336 0.0000374 0.0000346 0.0000325 0.0000278 0.7146636 0.0000366 0.6994683 0.0000289
68,bot72,0.1 0.1 0.7 0.1 0.1 0.5 0.1 0.1 0.1 0.1,-0.0014882 0.0006855 0.9999963 0.0007704 0.0006620 0.0012944 0.0007148 0.0008097 0.0006882 0.0006291
69,bot73,0.1 0.1 0.5 0.1 0.1 0.7 0.1 0.1 0.1 0.1,0.0359657 0.0008373 0.9993492 0.0008867 0.0007479 0.0016771 0.0008512 0.0009467 0.0008629 0.0007041
70,bot74,0.1 0.3 0.1 0.3 0.1 0.1 0.1 0.1 0.1 0.9,0.0011780 0.0002778 0.0001973 0.0003124 0.0001642 0.0001439 0.0001710 0.0001763 0.0001817 0.9999991
71,bot75,0.1 0.3 0.1 0.3 0.1 0.1 0.5 0.1 0.7 0.1,0.0048512 0.0007244 0.0004943 0.0008251 0.0004102 0.0003459 0.0008833 0.0004938 0.9999868 0.0003517
72,bot76,0.1 0.1 0.7 0.1 0.1 0.3 0.1 0.1 0.1 0.1,0.0143630 0.0003967 0.9998961 0.0004341 0.0003433 0.0005568 0.0004247 0.0004598 0.0004084 0.0002942
73,bot77,0.1 0.1 0.1 0.1 0.1 0.7 0.1 0.1 0.1 0.7,0.0082228 0.0003960 0.0004733 0.0004321 0.0003929 0.0007969 0.0003942 0.0004515 0.0003943 0.9999653
74,bot78,0.1 0.1 0.7 0.1 0.1 0.3 0.1 0.1 0.1 0.1,0.0104273 0.0003783 0.9999449 0.0004374 0.0003875 0.0006075 0.0004218 0.0004440 0.0004165 0.0003732
75,bot79,0.1 0.1 0.1 0.1 0.7 0.1 0.3 0.1 0.5 0.1,0.9972166 0.0164857 0.0196113 0.0179672 0.0370397 0.0145347 0.0326641 0.0200240 0.0363747 0.0143433
76,bot80,0.1 0.1 0.3 0.1 0.1 0.5 0.1 0.1 0.1 0.1,0.5161913 0.0012278 0.8564643 0.0013094 0.0012195 0.0021316 0.0012463 0.0013768 0.0012815 0.0010236
77,bot81,0.1 0.1 0.5 0.1 0.1 0.7 0.1 0.1 0.1 0.1,0.0603381 0.0007696 0.9981741 0.0008620 0.0008165 0.0017251 0.0008253 0.0009361 0.0008177 0.0007044
78,bot82,0.1 0.1 0.7 0.1 0.1 0.9 0.1 0.1 0.1 0.1,0.0000802 0.0000159 0.5979383 0.0000153 0.0000144 0.8015421 0.0000164 0.0000196 0.0000156 0.0000144
79,bot83,0.1 0.1 0.3 0.1 0.1 0.3 0.1 0.1 0.1 0.1,0.5165136 0.0013010 0.8562704 0.0012604 0.0011142 0.0019071 0.0012842 0.0014557 0.0011486 0.0011518
80,bot84,0.1 0.1 0.1 0.1 0.7 0.1 0.3 0.1 0.3 0.1,0.9975722 0.0159390 0.0194807 0.0170492 0.0351409 0.0144864 0.0346418 0.0190579 0.0266641 0.0143684
81,bot85,0.1 0.1 0.1 0.1 0.1 0.1 0.5 0.1 0.7 0.1,0.0061612 0.0004550 0.0005023 0.0004781 0.0004310 0.0003709 0.0009311 0.0005157 0.9999799 0.0003889
82,bot86,0.1 0.1 0.9 0.1 0.1 0.9 0.1 0.1 0.1 0.1,0.0021186 0.0001552 0.9999976 0.0001679 0.0001553 0.0003939 0.0001714 0.0001980 0.0001702 0.0001386
83,bot87,0.1 0.1 0.1 0.1 0.3 0.1 0.1 0.1 0.3 0.1,-0.5683957 0.2474133 0.2826549 0.2548934 0.3558221 0.2033627 0.2579466 0.2695706 0.3474148 0.2073185
84,bot89,0.1 0.1 0.1 0.1 0.5 0.1 0.3 0.1 0.7 0.1,0.0058177 0.0004429 0.0005203 0.0004620 0.0008420 0.0003558 0.0007602 0.0004959 0.9999818 0.0003858
85,bot90,0.1 0.1 0.1 0.1 0.5 0.1 0.1 0.1 0.9 0.1,0.0011382 0.0001560 0.0002018 0.0001626 0.0003372 0.0001469 0.0001681 0.0001993 0.9999992 0.0001469
86,bot91,0.1 0.1 0.7 0.1 0.1 0.7 0.1 0.1 0.1 0.1,0.0148062 0.0003532 0.9998896 0.0003873 0.0003430 0.0007349 0.0003624 0.0004505 0.0004032 0.0003308
87,bot92,0.1 0.1 0.1 0.1 0.1 0.3 0.1 0.1 0.1 0.7,0.0080858 0.0004456 0.0005217 0.0004851 0.0004474 0.0006167 0.0004606 0.0005274 0.0004618 0.9999663
88,bot93,0.1 0.1 0.5 0.1 0.1 0.3 0.1 0.1 0.1 0.1,-0.0026969 0.0010938 0.9999898 0.0012797 0.0010947 0.0017975 0.0012759 0.0013674 0.0011194 0.0011007
89,bot94,0.1 0.1 0.1 0.1 0.1 0.1 0.9 0.1 0.5 0.1,0.0016782 0.0001627 0.0001744 0.0001744 0.0001437 0.0001423 0.9999984 0.0001918 0.0003258 0.0001546
90,bot95,0.1 0.1 0.1 0.1 0.1 0.5 0.1 0.1 0.1 0.5,0.9974914 0.0167531 0.0198085 0.0195286 0.0182216 0.0332353 0.0181411 0.0210135 0.0187268 0.0373981
91,bot97,0.1 0.1 0.1 0.1 0.9 0.1 0.3 0.1 0.5 0.1,0.0015616 0.0001523 0.0001908 0.0001598 0.9999986 0.0001396 0.0002989 0.0001939 0.0003406 0.0001473
92,bot98,0.1 0.1 0.1 0.1 0.7 0.1 0.9 0.1 0.5 0.1,0.0016240 0.0001558 0.0001639 0.0001601 0.0003702 0.0001384 0.9999985 0.0001814 0.0003335 0.0001432
93,bot99,0.1 0.1 0.3 0.1 0.1 0.9 0.1 0.1 0.1 0.1,0.0021892 0.0001309 0.0003026 0.0001446 0.0001390 0.9999975 0.0001520 0.0001656 0.0001488 0.0001243
94,bot100,0.1 0.1 0.1 0.1 0.1 0.9 0.1 0.1 0.1 0.5,0.0021742 0.0001427 0.0001566 0.0001551 0.0001270 0.9999975 0.0001550 0.0001705 0.0001458 0.0002738
