id,username,bot_vector,user_vector
13,bot13,0.1 0.1 0.9 0.1 0.1 0.1 0.1 0.1 0.1 0.7,0.5754794 0.1633358 0.5778742 0.1861633 0.1673214 0.1432017 0.1907954 0.2244975 0.1762129 0.3274040
14,bot14,0.1 0.7 0.1 0.5 0.1 0.1 0.1 0.1 0.1 0.7,0.5748950 0.4230306 0.2053466 0.4016604 0.1792808 0.1482644 0.1744124 0.1949962 0.1753705 0.3656782
15,bot15,0.1 0.1 0.1 0.1 0.1 0.1 0.7 0.1 0.3 0.1,0.9972912 0.0162611 0.0204341 0.0187921 0.0154704 0.0136828 0.0453165 0.0205681 0.0353869 0.0148253
16,bot16,0.1 0.5 0.1 0.5 0.1 0.1 0.5 0.1 0.9 0.1,-0.3164204 0.3878487 0.2088198 0.4154589 0.1691583 0.1475121 0.4093172 0.1927984 0.5050957 0.1517627
17,bot17,0.1 0.1 0.1 0.1 0.1 0.1 0.5 0.1 0.7 0.1,0.9973292 0.0160003 0.0201980 0.0170386 0.0160087 0.0147730 0.0374248 0.0195495 0.0434744 0.0152561
18,bot18,0.1 0.1 0.3 0.1 0.1 0.1 0.1 0.1 0.1 0.5,0.9976947 0.0183905 0.0343674 0.0184920 0.0178630 0.0157281 0.0186474 0.0206267 0.0185755 0.0325471
19,bot19,0.1 0.1 0.1 0.1 0.7 0.1 0.9 0.1 0.7 0.1,0.5324771 0.1615151 0.1911365 0.1639116 0.3561096 0.1415281 0.4906077 0.1893397 0.4292867 0.1389395
20,bot20,0.7 0.1 0.1 0.1 0.1 0.5 0.1 0.9 0.1 0.9,0.9999984 0.0003414 0.0003874 0.0003630 0.0003169 0.0006814 0.0003523 0.0011253 0.0003816 0.0008424
21,bot21,0.1 0.1 0.1 0.1 0.1 0.9 0.1 0.1 0.1 0.5,0.9976331 0.0153542 0.0202705 0.0186049 0.0164608 0.0395118 0.0172267 0.0188800 0.0165541 0.0312428
22,bot22,0.1 0.1 0.5 0.1 0.1 0.7 0.1 0.1 0.1 0.1,0.9972569 0.0170545 0.0425905 0.0184889 0.0162274 0.0382433 0.0180103 0.0211747 0.0174840 0.0150884
23,bot23,0.1 0.1 0.1 0.1 0.9 0.1 0.9 0.1 0.7 0.1,0.5025501 0.1588387 0.1852002 0.1683351 0.4315317 0.1404855 0.4764840 0.1770253 0.4171654 0.1456712
24,bot24,0.1 0.1 0.5 0.1 0.1 0.9 0.1 0.1 0.1 0.1,0.9974755 0.0162712 0.0394874 0.0175198 0.0154577 0.0386944 0.0173163 0.0194209 0.0176151 0.0137171
25,bot25,0.3 0.1 0.1 0.1 0.1 0.3 0.1 0.5 0.1 0.5,0.9999615 0.0020605 0.0025298 0.0023294 0.0019084 0.0028577 0.0020771 0.0048556 0.0020749 0.0041037
26,bot26,0.1 0.1 0.1 0.1 0.9 0.1 0.3 0.1 0.9 0.1,0.5301236 0.1620436 0.1970829 0.1807446 0.4436679 0.1454578 0.3269337 0.1926820 0.4876124 0.1463672
27,bot27,0.1 0.1 0.1 0.1 0.1 0.1 0.9 0.1 0.7 0.1,0.5695353 0.1644260 0.2003609 0.1737295 0.1694846 0.1579685 0.5119552 0.1949263 0.4521977 0.1414603
28,bot29,0.1 0.1 0.3 0.1 0.1 0.1 0.1 0.1 0.1 0.3,0.9978970 0.0169148 0.0348228 0.0190740 0.0182216 0.0140402 0.0156263 0.0215463 0.0185748 0.0275032
29,bot30,0.1 0.1 0.1 0.1 0.7 0.1 0.7 0.1 0.3 0.1,-0.4218104 0.2001831 0.2277759 0.2079748 0.4159708 0.1693429 0.4926043 0.2227720 0.4029302 0.1746979
30,bot31,0.1 0.1 0.5 0.1 0.1 0.9 0.1 0.1 0.1 0.1,0.9975765 0.0171256 0.0377902 0.0164512 0.0154413 0.0383306 0.0176458 0.0189885 0.0166133 0.0139076
31,bot32,0.1 0.7 0.1 0.5 0.1 0.1 0.1 0.1 0.1 0.1,0.9969188 0.0445370 0.0214802 0.0423183 0.0164349 0.0137001 0.0192032 0.0213752 0.0190440 0.0164639
32,bot33,0.1 0.3 0.1 0.7 0.1 0.1 0.1 0.1 0.1 0.5,0.5885218 0.3199451 0.2241405 0.4576713 0.1851087 0.1519651 0.1767945 0.2147992 0.1908995 0.3469568
33,bot34,0.1 0.1 0.5 0.1 0.1 0.3 0.1 0.1 0.1 0.1,0.9976591 0.0155147 0.0434093 0.0168529 0.0163939 0.0263710 0.0188444 0.0201024 0.0176913 0.0151911
34,bot35,0.1 0.9 0.1 0.3 0.1 0.1 0.3 0.1 0.7 0.1,0.5327894 0.4517084 0.2037792 0.3152181 0.1561166 0.1415223 0.3318033 0.1980006 0.3894372 0.1607685
35,bot36,0.1 0.1 0.1 0.1 0.1 0.7 0.1 0.1 0.1 0.5,0.9977292 0.0151631 0.0197754 0.0183396 0.0159677 0.0359183 0.0175703 0.0192944 0.0162989 0.0329764
36,bot37,0.3 0.1 0.1 0.1 0.1 0.3 0.1 0.9 0.1 0.3,0.9999681 0.0016246 0.0019107 0.0016663 0.0017165 0.0024705 0.0018894 0.0055488 0.0018798 0.0027929
37,bot39,0.1 0.5 0.1 0.5 0.1 0.1 0.1 0.1 0.1 0.9,0.5649365 0.3540002 0.2052452 0.4173488 0.1485661 0.1419700 0.1803506 0.2010853 0.1897555 0.4336229
38,bot41,0.1 0.1 0.9 0.1 0.1 0.5 0.1 0.1 0.1 0.1,0.5765318 0.1733567 0.5769302 0.1950459 0.1696234 0.2997017 0.1863483 0.2299477 0.1894062 0.1568365
39,bot42,0.1 0.1 0.1 0.1 0.1 0.5 0.1 0.1 0.1 0.7,0.9975583 0.0164723 0.0215851 0.0190388 0.0175536 0.0300593 0.0181218 0.0191416 0.0175733 0.0395279
40,bot43,0.1 0.1 0.1 0.1 0.1 0.1 0.7 0.1 0.9 0.1,0.5707803 0.1612981 0.1966664 0.1852352 0.1614238 0.1287532 0.4601473 0.2029173 0.5066761 0.1514474
41,bot44,0.1 0.1 0.1 0.1 0.1 0.9 0.1 0.1 0.1 0.3,0.9975502 0.0171807 0.0196686 0.0188091 0.0169223 0.0412036 0.0183182 0.0214856 0.0188454 0.0268590
42,bot45,0.1 0.1 0.3 0.1 0.1 0.7 0.1 0.1 0.1 0.1,0.9978417 0.0166624 0.0333286 0.0174824 0.0152975 0.0336727 0.0178143 0.0196110 0.0173575 0.0157071
43,bot46,0.5 0.1 0.1 0.1 0.1 0.5 0.1 0.3 0.1 0.3,0.9999955 0.0007195 0.0008070 0.0006829 0.0006696 0.0013823 0.0007003 0.0017226 0.0006770 0.0010687
44,bot47,0.1 0.1 0.1 0.1 0.3 0.1 0.5 0.1 0.3 0.1,0.9973250 0.0168102 0.0211618 0.0182740 0.0298264 0.0136352 0.0379302 0.0205601 0.0336927 0.0143675
45,bot48,0.1 0.1 0.1 0.1 0.1 0.7 0.1 0.1 0.1 0.3,0.9976611 0.0179644 0.0212415 0.0186382 0.0172541 0.0367292 0.0198049 0.0190085 0.0187951 0.0282409
46,bot49,0.1 0.7 0.1 0.9 0.1 0.1 0.1 0.1 0.1 0.5,0.5340951 0.4045866 0.1931966 0.5002688 0.1599436 0.1450555 0.1686229 0.2014877 0.1818378 0.3387319
47,bot50,0.1 0.9 0.1 0.5 0.1 0.1 0.1 0.1 0.1 0.9,0.5182445 0.4598463 0.1856777 0.3995182 0.1686248 0.1523977 0.1710432 0.2066301 0.1739876 0.4147170
48,bot51,0.1 0.1 0.1 0.1 0.5 0.1 0.3 0.1 0.3 0.1,0.9973288 0.0173263 0.0192997 0.0184082 0.0371502 0.0151230 0.0343541 0.0189443 0.0311473 0.0143425
49,bot52,0.1 0.1 0.1 0.1 0.7 0.1 0.9 0.1 0.9 0.1,0.5003352 0.1586952 0.1858006 0.1835241 0.3719837 0.1398035 0.4727765 0.1833516 0.4716082 0.1371530
50,bot53,0.1 0.3 0.1 0.3 0.1 0.1 0.1 0.1 0.1 0.3,0.9975177 0.0313384 0.0193399 0.0337078 0.0169699 0.0140049 0.0180183 0.0203848 0.0187789 0.0298180
51,bot54,0.1 0.1 0.1 0.1 0.1 0.1 0.7 0.1 0.3 0.1,-0.4879044 0.2032881 0.2445469 0.2260066 0.2135000 0.1678467 0.5229771 0.2356911 0.4174773 0.1806758
52,bot55,0.1 0.1 0.5 0.1 0.1 0.9 0.1 0.1 0.1 0.1,0.9972818 0.0153597 0.0431282 0.0175398 0.0152649 0.0392778 0.0183102 0.0193695 0.0174707 0.0152953
53,bot56,0.1 0.1 0.5 0.1 0.1 0.7 0.1 0.1 0.1 0.1,0.9975823 0.0155841 0.0421278 0.0164821 0.0155583 0.0338016 0.0173002 0.0191987 0.0170076 0.0140915
54,bot57,0.1 0.3 0.1 0.9 0.1 0.1 0.1 0.1 0.1 0.3,0.5825553 0.2854968 0.2175507 0.5269699 0.1679017 0.1525583 0.1859152 0.2127175 0.1897983 0.2946077
55,bot58,0.3 0.1 0.1 0.1 0.1 0.3 0.1 0.5 0.1 0.5,0.9999689 0.0017447 0.0022079 0.0018774 0.0016464 0.0027635 0.0018696 0.0045520 0.0019005 0.0035506
56,bot59,0.1 0.1 0.1 0.1 0.1 0.1 0.9 0.1 0.5 0.1,-0.4273594 0.1994631 0.2248467 0.2193773 0.1643872 0.1713463 0.5758525 0.2116015 0.4700162 0.1587977
57,bot60,0.1 0.1 0.3 0.1 0.1 0.1 0.1 0.1 0.1 0.5,0.9976165 0.0169919 0.0387898 0.0178651 0.0177959 0.0151614 0.0182539 0.0207731 0.0171015 0.0323280
58,bot61,0.1 0.1 0.1 0.1 0.1 0.1 0.9 0.1 0.7 0.1,-0.3882163 0.1941639 0.2262638 0.2092400 0.1843781 0.1652194 0.5669490 0.2327650 0.5024793 0.1649938
59,bot62,0.1 0.1 0.1 0.1 0.1 0.9 0.1 0.1 0.1 0.7,0.9971498 0.0181993 0.0209966 0.0201930 0.0163533 0.0414810 0.0178474 0.0210364 0.0184581 0.0377170
60,bot63,0.1 0.1 0.1 0.1 0.1 0.1 0.9 0.1 0.5 0.1,0.5930362 0.1733179 0.2245644 0.1797623 0.1648815 0.1411525 0.5254220 0.1998243 0.3825165 0.1615503
61,bot64,0.1 0.1 0.5 0.1 0.1 0.3 0.1 0.1 0.1 0.1,0.9977734 0.0171899 0.0393565 0.0186251 0.0156161 0.0270798 0.0166818 0.0207568 0.0177893 0.0159397
62,bot65,0.1 0.1 0.1 0.1 0.3 0.1 0.1 0.1 0.7 0.1,0.9973267 0.0170689 0.0202794 0.0180327 0.0311863 0.0150574 0.0184623 0.0217041 0.0456111 0.0148330
63,bot66,0.9 0.1 0.1 0.1 0.1 0.5 0.1 0.3 0.1 0.3,0.9999999 0.0001308 0.0001588 0.0001378 0.0001224 0.0002473 0.0001401 0.0002400 0.0001409 0.0001905
64,bot67,0.1 0.1 0.3 0.1 0.1 0.1 0.1 0.1 0.1 0.3,0.9979775 0.0166818 0.0339552 0.0176372 0.0158358 0.0143982 0.0175273 0.0187103 0.0183745 0.0290798
65,bot68,0.1 0.1 0.1 0.1 0.5 0.1 0.9 0.1 0.3 0.1,0.5770379 0.1651951 0.2112118 0.1747506 0.3286662 0.1487098 0.5162535 0.2006844 0.3219054 0.1550440
66,bot70,0.1 0.1 0.1 0.1 0.3 0.1 0.1 0.1 0.3 0.1,0.9976616 0.0171392 0.0208886 0.0184397 0.0278689 0.0157642 0.0183228 0.0207614 0.0392524 0.0163875
67,bot71,0.1 0.1 0.1 0.1 0.1 0.1 0.7 0.1 0.7 0.1,-0.4355626 0.1951007 0.2235345 0.2166192 0.2139869 0.1662527 0.5074612 0.2475472 0.5013275 0.1782507
68,bot72,0.1 0.1 0.7 0.1 0.1 0.5 0.1 0.1 0.1 0.1,0.9971627 0.0187174 0.0480349 0.0193364 0.0167720 0.0310548 0.0192321 0.0207484 0.0185783 0.0156102
69,bot73,0.1 0.1 0.5 0.1 0.1 0.7 0.1 0.1 0.1 0.1,-0.4738957 0.2087124 0.4844623 0.2279107 0.2146730 0.4578551 0.2214326 0.2503351 0.2115859 0.1817432
70,bot74,0.1 0.3 0.1 0.3 0.1 0.1 0.1 0.1 0.1 0.9,0.9973943 0.0283104 0.0192590 0.0309509 0.0157295 0.0135456 0.0175244 0.0194350 0.0177565 0.0405362
71,bot75,0.1 0.3 0.1 0.3 0.1 0.1 0.5 0.1 0.7 0.1,0.5756688 0.2815080 0.1954498 0.3251370 0.1507175 0.1514931 0.4017339 0.1898890 0.4213403 0.1574881
72,bot76,0.1 0.1 0.7 0.1 0.1 0.3 0.1 0.1 0.1 0.1,0.9977190 0.0162566 0.0452216 0.0189546 0.0158453 0.0219914 0.0159874 0.0196308 0.0167441 0.0152393
73,bot77,0.1 0.1 0.1 0.1 0.1 0.7 0.1 0.1 0.1 0.7,0.9975036 0.0175943 0.0212745 0.0176413 0.0173733 0.0353638 0.0187474 0.0213015 0.0182601 0.0349590
74,bot78,0.1 0.1 0.7 0.1 0.1 0.3 0.1 0.1 0.1 0.1,0.9970829 0.0177064 0.0524518 0.0186286 0.0171796 0.0295803 0.0178387 0.0190709 0.0174537 0.0160404
75,bot79,0.1 0.1 0.1 0.1 0.7 0.1 0.3 0.1 0.5 0.1,-0.4311140 0.2113239 0.2264554 0.2051440 0.4596347 0.1763216 0.3672432 0.2333504 0.4603654 0.1802976
76,bot80,0.1 0.1 0.3 0.1 0.1 0.5 0.1 0.1 0.1 0.1,0.9980312 0.0154773 0.0352872 0.0164664 0.0145270 0.0283575 0.0177605 0.0184023 0.0165512 0.0153151
77,bot81,0.1 0.1 0.5 0.1 0.1 0.7 0.1 0.1 0.1 0.1,0.9975058 0.0171552 0.0389054 0.0183954 0.0174521 0.0371099 0.0185146 0.0171696 0.0172001 0.0148565
78,bot82,0.1 0.1 0.7 0.1 0.1 0.9 0.1 0.1 0.1 0.1,-0.4334676 0.2018155 0.5552854 0.2069876 0.1915071 0.4682509 0.2143129 0.2277141 0.1867007 0.1778083
79,bot83,0.1 0.1 0.3 0.1 0.1 0.3 0.1 0.1 0.1 0.1,0.9979283 0.0182451 0.0350466 0.0170955 0.0166779 0.0262932 0.0174228 0.0209063 0.0177465 0.0161436
80,bot84,0.1 0.1 0.1 0.1 0.7 0.1 0.3 0.1 0.3 0.1,0.9974016 0.0162247 0.0202148 0.0168060 0.0358857 0.0147944 0.0330654 0.0185402 0.0331267 0.0139537
81,bot85,0.1 0.1 0.1 0.1 0.1 0.1 0.5 0.1 0.7 0.1,0.9974463 0.0153765 0.0191687 0.0163452 0.0141607 0.0149661 0.0375647 0.0188355 0.0428299 0.0143185
82,bot86,0.1 0.1 0.9 0.1 0.1 0.9 0.1 0.1 0.1 0.1,0.5560573 0.1622176 0.5586935 0.1804599 0.1598712 0.4086177 0.1687104 0.1967438 0.1898436 0.1550561
83,bot87,0.1 0.1 0.1 0.1 0.3 0.1 0.1 0.1 0.3 0.1,0.9979815 0.0171214 0.0205759 0.0188401 0.0322891 0.0138364 0.0168468 0.0189353 0.0295622 0.0145281
84,bot89,0.1 0.1 0.1 0.1 0.5 0.1 0.3 0.1 0.7 0.1,0.5806689 0.1777016 0.1944537 0.1784243 0.3522068 0.1525010 0.3671785 0.1963385 0.4642302 0.1594161
85,bot90,0.1 0.1 0.1 0.1 0.5 0.1 0.1 0.1 0.9 0.1,0.9972769 0.0148562 0.0195944 0.0171599 0.0333041 0.0139130 0.0173130 0.0184030 0.0486511 0.0152189
86,bot91,0.1 0.1 0.7 0.1 0.1 0.7 0.1 0.1 0.1 0.1,0.9969904 0.0169818 0.0497611 0.0178968 0.0168391 0.0338842 0.0195724 0.0211607 0.0198539 0.0163885
87,bot92,0.1 0.1 0.1 0.1 0.1 0.3 0.1 0.1 0.1 0.7,0.9978498 0.0150803 0.0183169 0.0172439 0.0158130 0.0273276 0.0171292 0.0193936 0.0187695 0.0376402
88,bot93,0.1 0.1 0.5 0.1 0.1 0.3 0.1 0.1 0.1 0.1,0.9977372 0.0156826 0.0434201 0.0186190 0.0160004 0.0237437 0.0172118 0.0197638 0.0174406 0.0152236
89,bot94,0.1 0.1 0.1 0.1 0.1 0.1 0.9 0.1 0.5 0.1,0.5894115 0.1726420 0.1961824 0.1714022 0.1643381 0.1482507 0.5232003 0.2074191 0.4065111 0.1546761
90,bot95,0.1 0.1 0.1 0.1 0.1 0.5 0.1 0.1 0.1 0.5,0.9977650 0.0170098 0.0205841 0.0180275 0.0155356 0.0324482 0.0186802 0.0203533 0.0174992 0.0326098
91,bot97,0.1 0.1 0.1 0.1 0.9 0.1 0.3 0.1 0.5 0.1,0.5843022 0.1616546 0.2043285 0.1936912 0.4734313 0.1545589 0.2865480 0.2103591 0.3931100 0.1557901
92,bot98,0.1 0.1 0.1 0.1 0.7 0.1 0.9 0.1 0.5 0.1,0.5385221 0.1694833 0.1990723 0.1856466 0.3899731 0.1403334 0.5004481 0.1896334 0.3624826 0.1326635
93,bot99,0.1 0.1 0.3 0.1 0.1 0.9 0.1 0.1 0.1 0.1,0.9973701 0.0154773 0.0371475 0.0185697 0.0153431 0.0409743 0.0184744 0.0203546 0.0189112 0.0161587
94,bot100,0.1 0.1 0.1 0.1 0.1 0.9 0.1 0.1 0.1 0.5,0.9975895 0.0149353 0.0186393 0.0175914 0.0169055 0.0400373 0.0155108 0.0204698 0.0172004 0.0330293
